gene_name,TCGA-05-4384-01,TCGA-05-4396-01,TCGA-05-4398-01,TCGA-05-4402-01,TCGA-05-4405-01,TCGA-05-4410-01,TCGA-05-4417-01,TCGA-05-4418-01,TCGA-05-4420-01,TCGA-05-4422-01,TCGA-05-4426-01,TCGA-05-4430-01,TCGA-05-5423-01,TCGA-05-5429-01,TCGA-05-5715-01,TCGA-35-3615-01,TCGA-38-4626-01,TCGA-38-4627-01,TCGA-38-6178-01,TCGA-44-2656-01,TCGA-44-2657-01,TCGA-44-2665-01,TCGA-44-3396-01,TCGA-44-3919-01,TCGA-44-4112-01,TCGA-44-5645-01,TCGA-44-6145-01,TCGA-44-6146-01,TCGA-44-6774-01,TCGA-44-6775-01,TCGA-44-6777-01,TCGA-44-6779-01,TCGA-44-7659-01,TCGA-44-7662-01,TCGA-44-7670-01,TCGA-44-7671-01,TCGA-44-7672-01,TCGA-49-4486-01,TCGA-49-4487-01,TCGA-49-4488-01,TCGA-49-4494-01,TCGA-49-4501-01,TCGA-49-4505-01,TCGA-49-4506-01,TCGA-49-4507-01,TCGA-49-4510-01,TCGA-49-4512-01,TCGA-49-4514-01,TCGA-49-6742-01,TCGA-49-6744-01,TCGA-49-6745-01,TCGA-49-6761-01,TCGA-49-6767-01,TCGA-50-5044-01,TCGA-50-5049-01,TCGA-50-5051-01,TCGA-50-5068-01,TCGA-50-5072-01,TCGA-50-5931-01,TCGA-50-5932-01,TCGA-50-5933-01,TCGA-50-5936-01,TCGA-50-5939-01,TCGA-50-5941-01,TCGA-50-5942-01,TCGA-50-5944-01,TCGA-50-6593-01,TCGA-50-6595-01,TCGA-50-6597-01,TCGA-50-6673-01,TCGA-50-7109-01,TCGA-53-7626-01,TCGA-53-7813-01,TCGA-55-1592-01,TCGA-55-1594-01,TCGA-55-1596-01,TCGA-55-6543-01,TCGA-55-6712-01,TCGA-55-6970-01,TCGA-55-6971-01,TCGA-55-6978-01,TCGA-55-6979-01,TCGA-55-6981-01,TCGA-55-6982-01,TCGA-55-7573-01,TCGA-55-7574-01,TCGA-55-7728-01,TCGA-55-7815-01,TCGA-55-7911-01,TCGA-64-1676-01,TCGA-64-1679-01,TCGA-64-1680-01,TCGA-64-1681-01,TCGA-64-5774-01,TCGA-64-5778-01,TCGA-64-5781-01,TCGA-67-3771-01,TCGA-67-6215-01,TCGA-67-6216-01,TCGA-67-6217-01,TCGA-69-7760-01,TCGA-69-7761-01,TCGA-69-7763-01,TCGA-69-7764-01,TCGA-71-6725-01,TCGA-73-4658-01,TCGA-73-4659-01,TCGA-73-4675-01,TCGA-73-4676-01,TCGA-73-7498-01,TCGA-73-7499-01,TCGA-75-5122-01,TCGA-75-6203-01,TCGA-75-6205-01,TCGA-75-6207-01,TCGA-75-6211-01,TCGA-75-6212-01,TCGA-75-6214-01,TCGA-75-7027-01,TCGA-75-7030-01,TCGA-75-7031-01,TCGA-78-7145-01,TCGA-78-7147-01,TCGA-78-7148-01,TCGA-78-7149-01,TCGA-78-7150-01,TCGA-78-7152-01,TCGA-78-7153-01,TCGA-78-7154-01,TCGA-78-7155-01,TCGA-78-7156-01,TCGA-78-7158-01,TCGA-78-7159-01,TCGA-78-7160-01,TCGA-78-7161-01,TCGA-78-7162-01,TCGA-78-7163-01,TCGA-78-7166-01,TCGA-78-7167-01,TCGA-78-7535-01,TCGA-78-7536-01,TCGA-78-7537-01,TCGA-78-7539-01,TCGA-78-7540-01,TCGA-78-7542-01,TCGA-78-7633-01,TCGA-80-5607-01,TCGA-80-5608-01,TCGA-86-6562-01,TCGA-86-6851-01,TCGA-86-7713-01,TCGA-91-6828-01,TCGA-91-6829-01,TCGA-91-6835-01,TCGA-91-6840-01,TCGA-91-6847-01,TCGA-91-6849-01,TCGA-91-7771-01,TCGA-93-7348-01,TCGA-95-7039-01,TCGA-95-7043-01,TCGA-95-7567-01,TCGA-95-7947-01,TCGA-95-7948-01,TCGA-97-7546-01,TCGA-97-7552-01,TCGA-97-7553-01,TCGA-97-7554-01,TCGA-97-7937-01,TCGA-97-7938-01,TCGA-97-7941-01,TCGA-99-7458-01
CHEK2,1.9931,2.8321,3.5136,2.6371,3.5827,2.6232,2.5087,2.4465,4.421,3.4958,2.2783,2.8779,3.245,2.6533,3.2143,1.9073,2.0673,3.2915,2.8622,2.21238185396,3.0978,3.04516705766,2.8219,2.233,1.96755147313,2.84621480743,2.4117,0.924238665695,2.9413,2.97837207428,2.0183,2.5683,2.9765,4.2921,3.9156,2.1114,2.6895,0.9115,5.3064,3.8208,3.0323,2.2391,1.9377,3.0944,3.4224,2.3077,2.7444,4.5982,3.6324,2.7508,2.3732,2.7073,4.3148,2.6624,3.1327,2.5996,3.616,3.7518,4.5224,0.9419,3.0305,3.1278,2.2931,2.4753,1.0007,1.8484,2.753,3.1062,1.8201,3.3535,4.3765,3.1028,3.9327,3.6793,4.9668,4.7934,1.7912,2.7336,2.7615,2.3788,2.4985,3.4752,3.3421,2.2783,2.6918,2.9581,2.3732,3.3061,3.2841,2.5996,3.6928,2.0183,2.7205,4.096,3.4569,3.4088,4.4529,2.3953,2.5756,2.3366,3.794,2.1378,1.6466,3.2572,2.6418,2.0604,2.7931,1.736,3.5287,1.8801,4.1409,2.9911,2.2573,2.5462,4.2017,3.5249,2.0742,2.4753,3.3689,1.2696,3.074,2.2113,3.3911,2.694,2.6895,4.5167,2.1925,3.1079,3.5779,5.8963,1.8801,2.8681,4.4067,3.8289,2.8014,1.7575,1.2147,3.4881,1.0433,3.3979,3.6077,1.6327,1.949,1.7141,3.0671,0.9568,2.9243,3.705,3.5621,2.7508,6.4158,2.0218,2.651,3.7486,3.38,3.8886,2.3816,3.0842,3.5461,2.4412,3.7961,4.6679,3.1278,1.5366,3.2541,1.46,3.2885,2.8402,3.7888,1.6649,2.3953,2.0325
CHRD,3.6089,2.8522,1.196,0.0854,1.4335,-1.0262,2.0183,-0.1993,4.1859,2.2113,-0.8339,2.4883,1.125,-0.9686,-0.1345,0.2881,1.595,1.766,1.125,-0.82537988586,0.3573,0.636305276627,2.6114,3.1426,2.15195882773,0.462234356254,2.3677,-0.750648295499,2.1766,0.6638724711,2.2603,-0.8339,-0.4325,1.5854,2.2573,1.5216,0.8408,1.3735,0.605,-0.5973,1.674,0.2029,0.7748,-0.9686,0.3346,3.0927,1.5064,2.0254,1.4281,1.4281,0.2762,-0.1504,-0.9971,0.0854,0.5666,4.7788,-0.4921,1.787,0.0854,1.3051,0.679,2.5163,-0.1187,-0.4719,0.3115,0.0718,0.1903,0.2642,1.3846,1.105,0.537,0.0014,2.2452,0.3796,4.1684,-0.7108,-0.4719,-1.3183,2.1606,3.0978,0.4552,0.7058,0.7493,0.5568,3.5449,2.7336,0.1124,-0.0725,0.517,-0.9132,1.8363,1.7185,0.1776,0.1519,2.578,3.2034,0.1903,4.2488,3.2707,1.0503,0.03,-0.2328,1.736,-0.1504,-1.2481,1.9931,3.637,1.3511,-1.0862,3.1278,1.2455,0.5069,0.8568,0.4761,-0.3383,-0.3566,0.044,-1.3921,2.4279,1.3956,3.2297,1.5115,1.6695,1.766,2.1378,0.0718,2.0844,1.4547,-0.7108,-2.0529,2.2813,-1.8314,5.204,1.3051,4.3342,0.9716,1.3956,0.2642,1.5514,0.3573,-0.2845,2.0076,-1.6394,-0.8339,0.9343,1.7489,2.5061,3.38,2.0111,0.2998,3.1572,3.8581,1.4065,1.5415,0.5666,-3.458,-0.5973,2.0004,2.118,-0.394,-0.3022,3.1393,-0.8863,-1.2142,0.5763,-0.0425,0.6699,0.547,-1.1172,-0.2498,1.1897,2.6487
CHRM1,-1.9379,-2.3147,-9.9658,-5.0116,-9.9658,-3.816,-5.0116,-9.9658,-9.9658,-5.5735,-6.5064,-5.0116,-5.5735,-9.9658,-1.7322,-3.816,-4.6082,-4.2934,-9.9658,-4.11615592024,-5.0116,-9.9658,-6.5064,-4.6082,-9.9658,-4.73058245984,-5.0116,-0.959193120973,-9.9658,-6.12450317447,-6.5064,-9.9658,-5.0116,-9.9658,-3.458,-4.2934,-5.5735,-4.6082,-6.5064,-9.9658,-5.0116,-4.035,-5.5735,-6.5064,-2.2447,-3.6259,-6.5064,-1.3548,-1.9942,-5.0116,-3.6259,-4.2934,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-4.2934,-4.6082,-4.2934,-9.9658,-3.1714,-6.5064,-3.458,-4.6082,-5.0116,-3.816,-9.9658,-4.6082,-2.6349,-9.9658,-0.9132,-9.9658,-2.6349,-9.9658,-4.035,-9.9658,-9.9658,-2.9324,-3.3076,-6.5064,-5.5735,-4.2934,-9.9658,-5.0116,-2.3884,-4.035,-9.9658,-4.6082,-9.9658,-9.9658,-4.6082,-5.5735,-9.9658,-4.2934,-9.9658,-4.6082,-6.5064,-4.035,-5.0116,-9.9658,-9.9658,-2.1779,-4.2934,-4.6082,-6.5064,-3.458,-9.9658,-4.035,-3.1714,-2.6349,-9.9658,-0.3201,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-2.1779,-5.5735,-9.9658,-2.8262,-1.0862,-4.6082,-6.5064,-4.6082,-5.5735,-2.8262,-9.9658,-3.6259,-4.035,-9.9658,-1.9379,-6.5064,0.1124,-9.9658,-4.2934,-5.0116,-9.9658,-6.5064,-9.9658,-3.6259,-3.816,-4.6082,-4.6082,-3.6259,-4.6082,-2.8262,-5.5735,-6.5064,-3.3076,-3.816,-1.9942,-2.6349,-6.5064,-9.9658,-3.6259,-9.9658,-4.2934,-1.9942,-9.9658,-2.2447,-9.9658,-6.5064,-2.8262,-0.2671,-6.5064,-6.5064,-6.5064,1.46,-3.6259
CHRM2,-3.1714,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-3.3076,-5.5735,-2.8262,-9.9658,-4.20204669411,-9.9658,-4.20205101751,-6.5064,-5.0116,-4.2020084883,-4.39086261548,-5.5735,-2.38833557318,-6.5064,-6.50636491536,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-3.816,-3.6259,-9.9658,-9.9658,-6.5064,-9.9658,-1.4305,-9.9658,-6.5064,-6.5064,-5.0116,-9.9658,-9.9658,-5.5735,-6.5064,-4.2934,-2.6349,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-2.0529,-9.9658,-6.5064,-6.5064,-9.9658,-3.458,-9.9658,-5.0116,-6.5064,-5.0116,-6.5064,-6.5064,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-2.2447,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-4.6082,-3.6259,-6.5064,-5.5735,-4.2934,-9.9658,-5.0116,-4.2934,-5.5735,-9.9658,-1.6394,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-2.4659,-5.0116,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-3.816,-5.5735,-5.5735,-9.9658,-9.9658,-4.6082,-9.9658,-1.7809,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-4.6082,-9.9658,-6.5064,-5.5735,-2.8262,-9.9658,-3.458,-9.9658,-5.0116,-9.9658,-9.9658,-4.2934,-9.9658,-2.4659,-3.458,-3.3076,-6.5064,-5.5735,-3.1714,-9.9658,-3.458
CHRM3,-1.7809,2.2633,0.547,0.2522,-2.8262,-3.6259,-2.4659,0.8568,-1.7809,-5.0116,-3.6259,-1.8314,-3.816,-3.458,1.2516,-3.816,-1.5105,0.6332,-1.5522,-1.24807729795,-3.3076,-0.177330965249,-4.2934,-3.816,-1.22541684395,-0.96860366692,-4.035,0.60187145293,-4.6082,-0.519380297962,-3.3076,-3.816,-2.3147,-9.9658,1.2085,-0.9686,-4.035,-3.0469,-2.2447,-3.458,-1.5522,-3.1714,-2.7274,-1.3921,-9.9658,-2.8262,-3.816,-1.0262,2.2603,-0.8084,-3.1714,-6.5064,-2.8262,-5.0116,-3.1714,-3.0469,-6.5064,0.9115,1.3225,-4.6082,-5.5735,-2.5479,-2.9324,-2.9324,-1.9942,-0.2328,-2.1779,-0.9132,-3.458,0.5763,-3.6259,-1.9942,-0.8599,1.6327,-1.4305,-3.0469,2.2723,-3.3076,-2.2447,-0.7108,-4.035,-3.458,-3.3076,-3.0469,-2.2447,-2.114,-2.2447,-4.6082,-3.0469,-9.9658,0.058,-1.685,-2.1779,1.6093,-5.0116,-6.5064,-0.013,-3.6259,-2.8262,-2.3147,-1.5951,0.058,-1.8836,-1.9379,1.683,-4.035,-2.9324,-0.3752,-2.5479,-0.7346,-5.5735,-9.9658,0.7493,-4.6082,-0.0277,-1.7809,-2.114,0.6969,0.4761,-0.4921,-3.6259,-4.035,-3.6259,-0.9132,-3.0469,1.2085,-4.6082,-3.458,0.605,-4.6082,-2.3884,-1.9942,-3.1714,-3.458,-0.2671,-0.5543,1.5998,-5.5735,0.1648,-5.0116,-9.9658,-5.0116,-4.035,-4.2934,-5.5735,-1.7809,-3.458,-3.1714,-2.8262,-1.3548,0.9115,-3.0469,-0.1031,-2.114,0.6699,3.4424,-2.5479,-2.9324,-1.6394,-2.6349,0.9935,-6.5064,-3.816,0.6517,-1.8836,-1.7809,-0.7588,0.4657,-4.6082,-0.9971,-0.4325,-1.1488
CHRM5,-5.0116,-4.6082,-4.035,-3.6259,-3.458,-4.6082,-4.2934,-5.5735,-9.9658,-5.0116,-6.5064,-5.0116,-9.9658,-5.5735,-6.5064,-6.5064,-5.0116,-3.816,-5.0116,-0.859842486258,-4.6082,0.675931767681,-4.2934,-5.5735,-0.11872049399,-0.267111217223,-6.5064,0.231863719024,-4.035,-0.445494148966,-4.6082,-3.458,-4.035,-6.5064,-5.5735,-6.5064,-4.035,-6.5064,-3.0469,-6.5064,-9.9658,-6.5064,-5.0116,-6.5064,-6.5064,-5.0116,-6.5064,-6.5064,-1.685,-3.3076,-9.9658,-5.5735,-5.5735,-3.1714,-6.5064,-5.0116,-5.5735,-3.816,-5.5735,-6.5064,-4.2934,-4.2934,-4.2934,-6.5064,-6.5064,-5.5735,-4.6082,-5.5735,-5.0116,-5.5735,-6.5064,-5.5735,-5.0116,-3.0469,-0.2671,-5.0116,-5.0116,-4.6082,-5.5735,-6.5064,-3.458,-4.6082,-4.2934,-3.816,-3.816,-3.816,-4.035,-5.0116,-3.6259,-6.5064,-2.7274,-5.5735,-5.5735,-6.5064,-5.5735,-6.5064,-2.6349,-6.5064,-9.9658,-5.0116,-4.6082,-5.0116,-3.6259,-4.2934,-6.5064,-4.6082,-5.5735,-5.5735,-4.6082,-4.6082,-4.2934,-5.0116,-6.5064,-5.0116,-5.5735,-5.5735,-9.9658,-1.1811,-5.0116,-9.9658,-5.0116,-6.5064,-6.5064,-5.5735,-6.5064,-0.9132,-4.2934,-6.5064,-9.9658,-5.5735,-5.0116,-5.0116,-6.5064,-3.458,-4.2934,-9.9658,-6.5064,-5.5735,-6.5064,-4.035,-1.1488,-4.035,-4.035,-6.5064,-5.5735,-5.0116,-5.5735,-9.9658,-5.5735,-4.6082,-4.2934,-5.0116,-3.458,-4.6082,-1.8314,-5.5735,-5.5735,-4.6082,-5.0116,-6.5064,-4.2934,-9.9658,-4.6082,-5.0116,-4.6082,-4.2934,-4.035,-4.2934,-5.0116,-4.6082,-5.5735,-4.2934
CHUK,3.2632,4.0348,2.9375,3.0515,3.4583,3.3619,3.7678,3.9299,3.866,3.6861,2.6918,3.4804,3.3148,2.6579,2.6984,3.3364,3.3979,3.1924,3.6184,3.5958734183,2.6395,3.41426703595,2.8916,3.0376,3.56408233976,3.49497416845,3.5815,3.73492636338,3.2959,3.44108011019,2.8701,2.9911,3.2944,2.8661,3.0585,3.6635,2.8321,2.3019,2.6232,3.0927,2.4753,3.2282,2.4412,3.7105,2.2299,3.1475,2.3019,2.7422,2.9205,3.1701,3.4318,3.1028,3.2541,1.9264,2.9525,3.4088,3.6463,3.3336,3.2002,3.9478,3.5899,4.0064,3.5608,2.9911,2.5437,2.4279,3.3076,3.4817,1.9149,3.0842,3.9728,3.5682,2.9618,4.0144,3.7094,4.3364,3.3119,2.9544,4.3177,3.2189,3.6703,2.8916,2.651,2.9911,3.2297,2.7993,1.8363,4.1539,3.2251,2.4035,2.9469,3.027,2.1702,3.2752,2.4544,2.7508,3.7825,3.136,2.6783,3.1228,3.2885,3.668,3.6646,3.154,2.872,3.5923,3.795,3.3577,3.2677,2.9262,1.8918,3.0568,2.8562,3.3321,4.0773,3.6983,2.1114,3.5633,3.9251,2.7292,2.4198,3.4183,2.3536,3.6148,2.7763,3.8621,3.1924,3.1813,3.2557,4.1756,2.971,3.0481,4.0748,3.868,3.5161,3.0428,2.4597,2.0004,3.0446,1.5266,4.1628,2.4883,2.7444,2.4063,2.826,3.2929,2.9052,3.3619,3.4398,2.9618,3.8857,3.3647,3.5449,3.3591,2.909,3.0498,3.2856,3.4569,3.0056,3.3148,3.6054,3.4556,3.5035,2.6624,3.3307,3.2251,3.1588,3.2557,3.2915,3.5324,2.6255,3.1393
CIR1,4.6764,4.9978,4.8714,4.6899,4.9016,4.4457,4.6662,4.3278,4.0756,4.2571,4.3104,4.4397,4.4874,4.6497,4.7814,4.3278,4.3017,4.1203,4.9165,4.09485250943,4.4529,4.23455584288,4.2751,4.6029,4.03072221865,4.26710887889,4.8167,4.26061489565,4.281,4.36507446404,4.1555,4.9982,4.9496,4.5577,4.9065,4.2281,4.5844,4.2884,4.5808,4.4047,4.0748,4.4797,4.4223,3.6125,4.9538,4.5217,4.9681,4.9635,5.341,5.1899,4.7127,4.677,4.8314,4.7302,4.3555,4.652,5.1607,4.4183,4.6071,4.9074,4.3896,4.4047,4.3779,4.7539,4.5796,4.5583,4.6445,4.5324,5.9182,5.1942,5.1198,4.5577,5.7247,5.0471,5.1716,4.1788,4.2335,4.6815,4.8248,4.3896,4.6508,4.6736,3.9774,4.4983,4.9617,4.8218,5.9203,4.9275,5.1429,4.3198,4.5072,4.748,4.9374,4.6029,5.6904,4.9369,5.4654,4.4122,4.6399,4.6387,4.429,4.6583,4.8314,4.8279,4.0653,4.3082,4.0549,4.6433,3.87,4.5429,4.8817,4.3513,4.235,4.5286,4.8445,4.8983,4.162,5.0479,5.2762,4.7512,5.4148,5.131,5.1518,5.0277,5.1306,4.9828,5.0674,4.5066,5.3313,4.4437,4.9524,4.926,4.7214,4.4906,4.8279,4.5778,5.2091,4.8876,5.405,5.2072,4.86,4.7735,5.2107,5.3509,4.3306,4.6171,4.6159,4.8079,4.5374,4.8895,4.314,4.701,4.1186,4.6691,5.0423,4.9113,4.8218,4.8934,4.8983,5.2668,4.9146,4.9151,4.7464,5.0086,4.9036,5.2777,4.5342,4.1812,4.6776,4.8679,4.9883,4.7044
CISH,5.109,5.6491,5.0566,3.6793,5.4555,4.3068,4.9156,2.609,4.5711,5.176,4.591,4.431,4.5614,0.7999,4.034,4.9878,5.7466,2.7594,3.7762,4.0575600258,3.9956,3.18073007395,3.7215,4.3695,4.05640306844,3.75000102011,3.8208,2.53544222933,3.0446,4.38107711629,4.6479,2.9802,7.1058,3.2617,3.2158,4.7093,3.6771,5.7055,5.1069,4.0645,4.686,3.8905,4.8095,1.4911,1.9749,5.7653,5.2021,3.0411,3.6289,5.0317,4.8807,5.8415,3.4048,4.0909,3.668,4.6966,3.2112,3.4088,0.7999,3.716,4.2033,3.5035,3.0723,3.8769,5.2495,5.1547,4.5398,2.8681,4.4156,4.0884,3.3993,4.975,2.7227,3.8147,2.3732,1.4652,4.6089,4.2714,4.3737,4.0233,3.9589,4.7431,4.2578,3.2435,4.7225,5.4067,4.2936,4.6047,5.3937,5.4896,3.871,5.7288,5.1194,4.4549,5.193,2.8178,2.2206,6.1349,5.5217,5.1077,6.1755,3.0446,4.9346,6.4177,4.5982,4.6428,4.7624,4.6815,4.936,4.8827,4.8846,4.9412,4.9016,4.9519,4.2751,1.8564,6.4903,1.3283,2.4544,5.0113,3.5249,4.7835,3.8531,3.7017,4.0462,1.1447,5.1219,3.7783,2.3649,1.5854,4.5098,5.5411,3.492,4.6537,5.2646,5.3555,4.9074,2.7292,3.5754,4.9626,2.183,5.1148,5.5069,3.2826,3.0498,4.6468,4.2235,5.191,4.2736,3.7678,3.3134,5.5558,4.0858,3.8964,3.5608,3.9774,5.5491,5.1416,4.1458,4.6352,4.0001,4.1252,2.6441,5.8238,5.342,4.2669,4.5066,4.5318,3.5863,5.8907,4.079,5.0414
CLEC1B,-2.7274,-2.7274,-4.2934,-5.0116,-5.5735,-9.9658,-9.9658,-4.035,-5.5735,-3.816,-3.458,-2.114,-1.5522,-9.9658,-9.9658,-5.5735,-2.3884,-3.0469,-9.9658,-0.394012589863,-2.9324,-1.37955752125,-2.8262,-2.8262,-2.69585680673,-0.0228051794172,-1.2828,-2.43959681392,-9.9658,-1.02623747959,-9.9658,-3.458,-3.816,-3.3076,-5.5735,-2.8262,-5.0116,-1.8314,-9.9658,-9.9658,-5.0116,-3.458,-3.6259,-9.9658,-5.0116,-4.2934,-4.2934,-9.9658,-4.2934,-1.7809,-2.6349,-4.2934,-5.5735,-4.2934,-1.8314,-3.816,-3.3076,-9.9658,1.4962,-5.0116,-4.6082,-4.2934,-3.3076,-3.3076,-3.816,-5.0116,-2.3147,-2.4659,-9.9658,-2.114,-6.5064,-3.6259,-9.9658,-3.6259,-3.1714,-9.9658,-2.6349,-9.9658,-4.2934,-2.2447,-2.6349,-2.8262,-9.9658,-2.3884,-2.2447,-5.0116,-2.3147,-5.0116,-4.035,-3.0469,-4.6082,-4.6082,-4.2934,-5.0116,-4.2934,-9.9658,-2.6349,-2.7274,-4.2934,-5.5735,-6.5064,-4.2934,-4.035,-5.5735,-4.2934,-4.6082,-5.5735,-4.2934,-2.2447,-1.7322,-1.685,-1.6394,-2.114,-2.9324,-3.0469,-6.5064,-6.5064,-5.5735,-9.9658,-2.9324,-9.9658,-1.9379,-3.816,-9.9658,-4.2934,-3.6259,-3.816,-9.9658,-9.9658,-4.2934,-9.9658,-5.0116,-9.9658,-2.1779,-9.9658,-1.9379,-9.9658,-5.5735,-5.0116,-9.9658,-4.6082,-9.9658,-2.2447,-2.7274,-9.9658,-2.5479,-9.9658,-4.2934,-3.6259,-2.5479,-5.5735,-1.8314,-6.5064,-1.9379,-3.816,-5.0116,-2.8262,-3.0469,-4.2934,-9.9658,-4.2934,-5.5735,-3.458,-4.2934,-1.6394,-1.5951,-3.1714,-9.9658,-6.5064,-2.8262,-4.035,-3.0469
CLEC4D,-5.0116,-4.6082,-1.685,-3.3076,-3.6259,-1.2828,-1.3921,-2.3884,-1.2142,-3.1714,-2.2447,-1.6394,-1.5522,-5.5735,-2.0529,-4.035,-0.3566,-0.4921,-1.685,-1.46994364806,-1.3548,-0.634120877698,0.058,-2.6349,-0.775114722047,-1.19211162378,0.058,-3.56772535498,-0.2328,-1.08618596152,-2.3147,0.2029,-3.6259,-1.2142,-3.1714,-4.6082,-1.685,-4.2934,-0.2159,-0.8863,-3.1714,-2.3884,-1.5105,-0.7108,-2.2447,-2.8262,-5.0116,-3.3076,-3.816,-1.3921,-2.2447,-0.8863,-1.9942,-4.035,-0.3566,-5.5735,-1.7322,-2.3884,-5.5735,-3.458,-2.3147,-2.0529,-1.4699,-1.5105,-3.816,-3.816,-1.8836,-1.8314,-2.114,-2.0529,-2.4659,-1.0262,-3.1714,-1.9942,-1.2828,-3.458,-2.4659,-1.3548,-2.2447,-0.6873,-0.3022,-0.7108,-4.6082,-2.3884,-3.458,-1.4699,-2.9324,-3.3076,-2.4659,-1.5522,-5.0116,-5.5735,-2.8262,-3.3076,-1.685,-0.7346,-0.9406,-3.816,-4.035,-3.6259,-4.035,-2.2447,-5.0116,-2.8262,-4.2934,-1.685,-1.6394,-3.0469,-2.6349,-2.5479,-2.3147,0.7146,-2.9324,-1.8836,-4.035,-1.7809,-3.6259,-3.3076,-2.7274,-3.1714,-3.3076,-3.816,-3.3076,-3.816,-4.2934,-4.035,-2.3147,-4.035,-2.9324,-3.0469,-2.8262,-3.1714,-2.114,-1.5105,-5.5735,-3.6259,-9.9658,-4.2934,-5.5735,-4.035,-2.8262,-5.0116,-4.2934,-5.0116,-4.035,-4.2934,-0.8863,-2.5479,-5.0116,-0.9971,-4.2934,-0.9132,-3.0469,-2.114,-1.9942,-6.5064,-1.8314,-1.5522,-3.6259,-3.458,-4.6082,-4.035,-2.0529,-4.6082,-1.0862,-2.0529,0.0854,-3.6259,-3.458,-2.1779,-3.3076,-2.8262
CLEC4E,1.1382,-0.1993,1.9712,0.0718,0.9419,1.0293,1.2636,6.9456,1.7446,0.5763,-0.1345,1.2516,1.2455,-1.0262,1.0642,-0.8599,3.1261,1.8643,2.0707,1.75746016713,1.0007,0.969141466799,4.0824,1.3735,1.10946737425,-0.40033771178,3.5572,-0.113497291191,2.2019,1.17907894253,1.1117,2.9413,0.5069,1.5266,1.0151,-1.2828,2.0325,-0.5543,3.7794,1.5854,0.517,0.24,1.7532,2.8361,2.3564,2.2573,-0.0877,2.874,1.1382,2.8158,0.2642,2.4008,2.2019,0.7493,4.2389,-0.8863,2.8178,1.7053,-2.2447,-1.3921,2.128,0.4125,1.5216,2.7227,-1.2481,-2.3884,0.1257,1.9149,-0.3201,3.9992,2.6962,2.3536,0.9191,1.3051,0.7233,-0.5543,1.46,2.5413,2.0742,3.0217,2.2513,3.5337,-1.0262,1.4547,0.0158,2.5462,2.1313,1.5366,1.5902,2.9356,0.1519,0.7146,1.9377,-0.3022,3.0842,2.667,2.8897,0.4552,-1.0262,0.6332,-1.7809,2.6556,-0.2498,0.9038,0.3907,1.7053,1.3679,0.547,1.0433,-0.5973,2.5972,3.1245,2.5213,2.5852,0.6608,1.2636,0.1257,-1.3548,1.0433,1.2085,1.0503,-0.7588,0.6517,-1.3921,0.5069,2.2082,1.4756,-2.9324,-0.8599,1.0711,0.5069,-1.3921,0.8726,2.2931,0.8164,0.6332,-3.0469,0.9191,-2.6349,1.5266,1.5316,-0.7108,0.8082,-0.9132,-3.1714,-0.7834,2.2391,1.8036,1.0573,2.5413,-0.6193,1.9073,0.3907,2.1766,1.1897,-2.2447,2.5972,1.7702,0.4016,1.196,-3.0469,1.0433,0.8647,-0.013,0.8246,1.3679,2.409,0.8082,0.1257,0.3907,0.4016,0.7664
