src,dest,EdgeType
AGAP2-Geno,AGAP2-Tran,Gene-Geno-Gene-Tran
AGER-Geno,AGER-Tran,Gene-Geno-Gene-Tran
AGRP-Geno,AGRP-Tran,Gene-Geno-Gene-Tran
AGT-Geno,AGT-Tran,Gene-Geno-Gene-Tran
AGTR1-Geno,AGTR1-Tran,Gene-Geno-Gene-Tran
AIFM2-Geno,AIFM2-Tran,Gene-Geno-Gene-Tran
AIM2-Geno,AIM2-Tran,Gene-Geno-Gene-Tran
AJUBA-Geno,AJUBA-Tran,Gene-Geno-Gene-Tran
AKT1-Geno,AKT1-Tran,Gene-Geno-Gene-Tran
AKT1S1-Geno,AKT1S1-Tran,Gene-Geno-Gene-Tran
AKT2-Geno,AKT2-Tran,Gene-Geno-Gene-Tran
AKT3-Geno,AKT3-Tran,Gene-Geno-Gene-Tran
ALDOA-Geno,ALDOA-Tran,Gene-Geno-Gene-Tran
ALDOB-Geno,ALDOB-Tran,Gene-Geno-Gene-Tran
ALDOC-Geno,ALDOC-Tran,Gene-Geno-Gene-Tran
AMH-Geno,AMH-Tran,Gene-Geno-Gene-Tran
AMHR2-Geno,AMHR2-Tran,Gene-Geno-Gene-Tran
AMOT-Geno,AMOT-Tran,Gene-Geno-Gene-Tran
ANAPC5-Geno,ANAPC5-Tran,Gene-Geno-Gene-Tran
ANGPT1-Geno,ANGPT1-Tran,Gene-Geno-Gene-Tran
ANGPT2-Geno,ANGPT2-Tran,Gene-Geno-Gene-Tran
ANGPT4-Geno,ANGPT4-Tran,Gene-Geno-Gene-Tran
ANGPTL4-Geno,ANGPTL4-Tran,Gene-Geno-Gene-Tran
AOX1-Geno,AOX1-Tran,Gene-Geno-Gene-Tran
APAF1-Geno,APAF1-Tran,Gene-Geno-Gene-Tran
APBB1IP-Geno,APBB1IP-Tran,Gene-Geno-Gene-Tran
APC-Geno,APC-Tran,Gene-Geno-Gene-Tran
APC2-Geno,APC2-Tran,Gene-Geno-Gene-Tran
APH1A-Geno,APH1A-Tran,Gene-Geno-Gene-Tran
APH1B-Geno,APH1B-Tran,Gene-Geno-Gene-Tran
APLN-Geno,APLN-Tran,Gene-Geno-Gene-Tran
APLNR-Geno,APLNR-Tran,Gene-Geno-Gene-Tran
APOA1-Geno,APOA1-Tran,Gene-Geno-Gene-Tran
APOA2-Geno,APOA2-Tran,Gene-Geno-Gene-Tran
APOA5-Geno,APOA5-Tran,Gene-Geno-Gene-Tran
APOC3-Geno,APOC3-Tran,Gene-Geno-Gene-Tran
AQP7-Geno,AQP7-Tran,Gene-Geno-Gene-Tran
ARAF-Geno,ARAF-Tran,Gene-Geno-Gene-Tran
ARAP3-Geno,ARAP3-Tran,Gene-Geno-Gene-Tran
AREG-Geno,AREG-Tran,Gene-Geno-Gene-Tran
ARF1-Geno,ARF1-Tran,Gene-Geno-Gene-Tran
ARF6-Geno,ARF6-Tran,Gene-Geno-Gene-Tran
ARHGDIA-Geno,ARHGDIA-Tran,Gene-Geno-Gene-Tran
ARHGDIB-Geno,ARHGDIB-Tran,Gene-Geno-Gene-Tran
ARHGDIG-Geno,ARHGDIG-Tran,Gene-Geno-Gene-Tran
ARHGEF12-Geno,ARHGEF12-Tran,Gene-Geno-Gene-Tran
ARNT-Geno,ARNT-Tran,Gene-Geno-Gene-Tran
ARRB1-Geno,ARRB1-Tran,Gene-Geno-Gene-Tran
ARRB2-Geno,ARRB2-Tran,Gene-Geno-Gene-Tran
ASPH-Geno,ASPH-Tran,Gene-Geno-Gene-Tran
ATF2-Geno,ATF2-Tran,Gene-Geno-Gene-Tran
ATF4-Geno,ATF4-Tran,Gene-Geno-Gene-Tran
ATF6B-Geno,ATF6B-Tran,Gene-Geno-Gene-Tran
ATG12-Geno,ATG12-Tran,Gene-Geno-Gene-Tran
ATG16L1-Geno,ATG16L1-Tran,Gene-Geno-Gene-Tran
ATG5-Geno,ATG5-Tran,Gene-Geno-Gene-Tran
ATM-Geno,ATM-Tran,Gene-Geno-Gene-Tran
ATP1A1-Geno,ATP1A1-Tran,Gene-Geno-Gene-Tran
ATP1A2-Geno,ATP1A2-Tran,Gene-Geno-Gene-Tran
ATP1A3-Geno,ATP1A3-Tran,Gene-Geno-Gene-Tran
ATP1A4-Geno,ATP1A4-Tran,Gene-Geno-Gene-Tran
ATP1B1-Geno,ATP1B1-Tran,Gene-Geno-Gene-Tran
ATP1B2-Geno,ATP1B2-Tran,Gene-Geno-Gene-Tran
ATP1B3-Geno,ATP1B3-Tran,Gene-Geno-Gene-Tran
ATP1B4-Geno,ATP1B4-Tran,Gene-Geno-Gene-Tran
ATP2A1-Geno,ATP2A1-Tran,Gene-Geno-Gene-Tran
ATP2A2-Geno,ATP2A2-Tran,Gene-Geno-Gene-Tran
ATP2A3-Geno,ATP2A3-Tran,Gene-Geno-Gene-Tran
ATP2B1-Geno,ATP2B1-Tran,Gene-Geno-Gene-Tran
ATP2B2-Geno,ATP2B2-Tran,Gene-Geno-Gene-Tran
ATP2B3-Geno,ATP2B3-Tran,Gene-Geno-Gene-Tran
ATP2B4-Geno,ATP2B4-Tran,Gene-Geno-Gene-Tran
ATP6V1A-Geno,ATP6V1A-Tran,Gene-Geno-Gene-Tran
ATP6V1B1-Geno,ATP6V1B1-Tran,Gene-Geno-Gene-Tran
ATP6V1B2-Geno,ATP6V1B2-Tran,Gene-Geno-Gene-Tran
ATP6V1C1-Geno,ATP6V1C1-Tran,Gene-Geno-Gene-Tran
ATP6V1C2-Geno,ATP6V1C2-Tran,Gene-Geno-Gene-Tran
ATP6V1D-Geno,ATP6V1D-Tran,Gene-Geno-Gene-Tran
ATP6V1E1-Geno,ATP6V1E1-Tran,Gene-Geno-Gene-Tran
ATP6V1E2-Geno,ATP6V1E2-Tran,Gene-Geno-Gene-Tran
ATP6V1F-Geno,ATP6V1F-Tran,Gene-Geno-Gene-Tran
ATP6V1G1-Geno,ATP6V1G1-Tran,Gene-Geno-Gene-Tran
ATP6V1G2-Geno,ATP6V1G2-Tran,Gene-Geno-Gene-Tran
ATP6V1G3-Geno,ATP6V1G3-Tran,Gene-Geno-Gene-Tran
ATP6V1H-Geno,ATP6V1H-Tran,Gene-Geno-Gene-Tran
ATR-Geno,ATR-Tran,Gene-Geno-Gene-Tran
ATXN1-Geno,ATXN1-Tran,Gene-Geno-Gene-Tran
ATXN1L-Geno,ATXN1L-Tran,Gene-Geno-Gene-Tran
AVP-Geno,AVP-Tran,Gene-Geno-Gene-Tran
AVPR1A-Geno,AVPR1A-Tran,Gene-Geno-Gene-Tran
AVPR1B-Geno,AVPR1B-Tran,Gene-Geno-Gene-Tran
AVPR2-Geno,AVPR2-Tran,Gene-Geno-Gene-Tran
AXIN1-Geno,AXIN1-Tran,Gene-Geno-Gene-Tran
AXIN2-Geno,AXIN2-Tran,Gene-Geno-Gene-Tran
AZI2-Geno,AZI2-Tran,Gene-Geno-Gene-Tran
BAD-Geno,BAD-Tran,Gene-Geno-Gene-Tran
BAG4-Geno,BAG4-Tran,Gene-Geno-Gene-Tran
BAMBI-Geno,BAMBI-Tran,Gene-Geno-Gene-Tran
BAX-Geno,BAX-Tran,Gene-Geno-Gene-Tran
BBC3-Geno,BBC3-Tran,Gene-Geno-Gene-Tran
BCAR1-Geno,BCAR1-Tran,Gene-Geno-Gene-Tran
BCL10-Geno,BCL10-Tran,Gene-Geno-Gene-Tran
BCL2-Geno,BCL2-Tran,Gene-Geno-Gene-Tran
BCL2A1-Geno,BCL2A1-Tran,Gene-Geno-Gene-Tran
BCL2L1-Geno,BCL2L1-Tran,Gene-Geno-Gene-Tran
BCL2L11-Geno,BCL2L11-Tran,Gene-Geno-Gene-Tran
BCL3-Geno,BCL3-Tran,Gene-Geno-Gene-Tran
BCL6-Geno,BCL6-Tran,Gene-Geno-Gene-Tran
BDKRB1-Geno,BDKRB1-Tran,Gene-Geno-Gene-Tran
BDKRB2-Geno,BDKRB2-Tran,Gene-Geno-Gene-Tran
BDNF-Geno,BDNF-Tran,Gene-Geno-Gene-Tran
BECN1-Geno,BECN1-Tran,Gene-Geno-Gene-Tran
BECN2-Geno,BECN2-Tran,Gene-Geno-Gene-Tran
BEX3-Geno,BEX3-Tran,Gene-Geno-Gene-Tran
BID-Geno,BID-Tran,Gene-Geno-Gene-Tran
BIRC2-Geno,BIRC2-Tran,Gene-Geno-Gene-Tran
BIRC3-Geno,BIRC3-Tran,Gene-Geno-Gene-Tran
BIRC5-Geno,BIRC5-Tran,Gene-Geno-Gene-Tran
BLNK-Geno,BLNK-Tran,Gene-Geno-Gene-Tran
BMP2-Geno,BMP2-Tran,Gene-Geno-Gene-Tran
BMP4-Geno,BMP4-Tran,Gene-Geno-Gene-Tran
BMP5-Geno,BMP5-Tran,Gene-Geno-Gene-Tran
BMP6-Geno,BMP6-Tran,Gene-Geno-Gene-Tran
BMP7-Geno,BMP7-Tran,Gene-Geno-Gene-Tran
BMP8A-Geno,BMP8A-Tran,Gene-Geno-Gene-Tran
BMP8B-Geno,BMP8B-Tran,Gene-Geno-Gene-Tran
BMPR1A-Geno,BMPR1A-Tran,Gene-Geno-Gene-Tran
BMPR1B-Geno,BMPR1B-Tran,Gene-Geno-Gene-Tran
BMPR2-Geno,BMPR2-Tran,Gene-Geno-Gene-Tran
BNIP3-Geno,BNIP3-Tran,Gene-Geno-Gene-Tran
BOC-Geno,BOC-Tran,Gene-Geno-Gene-Tran
BORCS8-MEF2B-Geno,BORCS8-MEF2B-Tran,Gene-Geno-Gene-Tran
BRAF-Geno,BRAF-Tran,Gene-Geno-Gene-Tran
BRAP-Geno,BRAP-Tran,Gene-Geno-Gene-Tran
BRCA1-Geno,BRCA1-Tran,Gene-Geno-Gene-Tran
BRCC3-Geno,BRCC3-Tran,Gene-Geno-Gene-Tran
BTC-Geno,BTC-Tran,Gene-Geno-Gene-Tran
BTK-Geno,BTK-Tran,Gene-Geno-Gene-Tran
BTRC-Geno,BTRC-Tran,Gene-Geno-Gene-Tran
BUB1B-PAK6-Geno,BUB1B-PAK6-Tran,Gene-Geno-Gene-Tran
CAB39-Geno,CAB39-Tran,Gene-Geno-Gene-Tran
CAB39L-Geno,CAB39L-Tran,Gene-Geno-Gene-Tran
CACNA1C-Geno,CACNA1C-Tran,Gene-Geno-Gene-Tran
CACNA1D-Geno,CACNA1D-Tran,Gene-Geno-Gene-Tran
CACNA1F-Geno,CACNA1F-Tran,Gene-Geno-Gene-Tran
CACNA1S-Geno,CACNA1S-Tran,Gene-Geno-Gene-Tran
CACNA2D1-Geno,CACNA2D1-Tran,Gene-Geno-Gene-Tran
CACNA2D2-Geno,CACNA2D2-Tran,Gene-Geno-Gene-Tran
CACNA2D3-Geno,CACNA2D3-Tran,Gene-Geno-Gene-Tran
CACNA2D4-Geno,CACNA2D4-Tran,Gene-Geno-Gene-Tran
CACNB1-Geno,CACNB1-Tran,Gene-Geno-Gene-Tran
CACNB2-Geno,CACNB2-Tran,Gene-Geno-Gene-Tran
CACNB3-Geno,CACNB3-Tran,Gene-Geno-Gene-Tran
CACNB4-Geno,CACNB4-Tran,Gene-Geno-Gene-Tran
CACNG1-Geno,CACNG1-Tran,Gene-Geno-Gene-Tran
CACNG2-Geno,CACNG2-Tran,Gene-Geno-Gene-Tran
CACNG3-Geno,CACNG3-Tran,Gene-Geno-Gene-Tran
CACNG4-Geno,CACNG4-Tran,Gene-Geno-Gene-Tran
CACNG5-Geno,CACNG5-Tran,Gene-Geno-Gene-Tran
CACNG6-Geno,CACNG6-Tran,Gene-Geno-Gene-Tran
CACNG7-Geno,CACNG7-Tran,Gene-Geno-Gene-Tran
CACNG8-Geno,CACNG8-Tran,Gene-Geno-Gene-Tran
CACYBP-Geno,CACYBP-Tran,Gene-Geno-Gene-Tran
CALM1-Geno,CALM1-Tran,Gene-Geno-Gene-Tran
CALM2-Geno,CALM2-Tran,Gene-Geno-Gene-Tran
CALM3-Geno,CALM3-Tran,Gene-Geno-Gene-Tran
CALML3-Geno,CALML3-Tran,Gene-Geno-Gene-Tran
CALML4-Geno,CALML4-Tran,Gene-Geno-Gene-Tran
CALML5-Geno,CALML5-Tran,Gene-Geno-Gene-Tran
CALML6-Geno,CALML6-Tran,Gene-Geno-Gene-Tran
CAMK1-Geno,CAMK1-Tran,Gene-Geno-Gene-Tran
CAMK1D-Geno,CAMK1D-Tran,Gene-Geno-Gene-Tran
CAMK1G-Geno,CAMK1G-Tran,Gene-Geno-Gene-Tran
CAMK2A-Geno,CAMK2A-Tran,Gene-Geno-Gene-Tran
CAMK2B-Geno,CAMK2B-Tran,Gene-Geno-Gene-Tran
CAMK2D-Geno,CAMK2D-Tran,Gene-Geno-Gene-Tran
CAMK2G-Geno,CAMK2G-Tran,Gene-Geno-Gene-Tran
CAMK4-Geno,CAMK4-Tran,Gene-Geno-Gene-Tran
CAMKK2-Geno,CAMKK2-Tran,Gene-Geno-Gene-Tran
CAMP-Geno,CAMP-Tran,Gene-Geno-Gene-Tran
CARD10-Geno,CARD10-Tran,Gene-Geno-Gene-Tran
CARD11-Geno,CARD11-Tran,Gene-Geno-Gene-Tran
CARD14-Geno,CARD14-Tran,Gene-Geno-Gene-Tran
CARD16-Geno,CARD16-Tran,Gene-Geno-Gene-Tran
CARD17-Geno,CARD17-Tran,Gene-Geno-Gene-Tran
CARD18-Geno,CARD18-Tran,Gene-Geno-Gene-Tran
CARD6-Geno,CARD6-Tran,Gene-Geno-Gene-Tran
CARD8-Geno,CARD8-Tran,Gene-Geno-Gene-Tran
CARD9-Geno,CARD9-Tran,Gene-Geno-Gene-Tran
CASP1-Geno,CASP1-Tran,Gene-Geno-Gene-Tran
CASP10-Geno,CASP10-Tran,Gene-Geno-Gene-Tran
CASP12-Geno,CASP12-Tran,Gene-Geno-Gene-Tran
CASP3-Geno,CASP3-Tran,Gene-Geno-Gene-Tran
CASP4-Geno,CASP4-Tran,Gene-Geno-Gene-Tran
CASP5-Geno,CASP5-Tran,Gene-Geno-Gene-Tran
CASP7-Geno,CASP7-Tran,Gene-Geno-Gene-Tran
CASP8-Geno,CASP8-Tran,Gene-Geno-Gene-Tran
CASP9-Geno,CASP9-Tran,Gene-Geno-Gene-Tran
CASQ1-Geno,CASQ1-Tran,Gene-Geno-Gene-Tran
CASQ2-Geno,CASQ2-Tran,Gene-Geno-Gene-Tran
CASR-Geno,CASR-Tran,Gene-Geno-Gene-Tran
CASTOR1-Geno,CASTOR1-Tran,Gene-Geno-Gene-Tran
CASTOR2-Geno,CASTOR2-Tran,Gene-Geno-Gene-Tran
CAT-Geno,CAT-Tran,Gene-Geno-Gene-Tran
CBL-Geno,CBL-Tran,Gene-Geno-Gene-Tran
CBLB-Geno,CBLB-Tran,Gene-Geno-Gene-Tran
CCKAR-Geno,CCKAR-Tran,Gene-Geno-Gene-Tran
CCKBR-Geno,CCKBR-Tran,Gene-Geno-Gene-Tran
CCL1-Geno,CCL1-Tran,Gene-Geno-Gene-Tran
CCL11-Geno,CCL11-Tran,Gene-Geno-Gene-Tran
CCL13-Geno,CCL13-Tran,Gene-Geno-Gene-Tran
CCL14-Geno,CCL14-Tran,Gene-Geno-Gene-Tran
CCL15-Geno,CCL15-Tran,Gene-Geno-Gene-Tran
CCL16-Geno,CCL16-Tran,Gene-Geno-Gene-Tran
CCL17-Geno,CCL17-Tran,Gene-Geno-Gene-Tran
CCL18-Geno,CCL18-Tran,Gene-Geno-Gene-Tran
CCL19-Geno,CCL19-Tran,Gene-Geno-Gene-Tran
CCL2-Geno,CCL2-Tran,Gene-Geno-Gene-Tran
CCL20-Geno,CCL20-Tran,Gene-Geno-Gene-Tran
CCL21-Geno,CCL21-Tran,Gene-Geno-Gene-Tran
CCL22-Geno,CCL22-Tran,Gene-Geno-Gene-Tran
CCL23-Geno,CCL23-Tran,Gene-Geno-Gene-Tran
CCL24-Geno,CCL24-Tran,Gene-Geno-Gene-Tran
CCL25-Geno,CCL25-Tran,Gene-Geno-Gene-Tran
CCL26-Geno,CCL26-Tran,Gene-Geno-Gene-Tran
CCL27-Geno,CCL27-Tran,Gene-Geno-Gene-Tran
CCL28-Geno,CCL28-Tran,Gene-Geno-Gene-Tran
CCL3-Geno,CCL3-Tran,Gene-Geno-Gene-Tran
CCL3L1-Geno,CCL3L1-Tran,Gene-Geno-Gene-Tran
CCL3L3-Geno,CCL3L3-Tran,Gene-Geno-Gene-Tran
CCL4-Geno,CCL4-Tran,Gene-Geno-Gene-Tran
CCL4L1-Geno,CCL4L1-Tran,Gene-Geno-Gene-Tran
CCL4L2-Geno,CCL4L2-Tran,Gene-Geno-Gene-Tran
CCL5-Geno,CCL5-Tran,Gene-Geno-Gene-Tran
CCL7-Geno,CCL7-Tran,Gene-Geno-Gene-Tran
CCL8-Geno,CCL8-Tran,Gene-Geno-Gene-Tran
CCN2-Geno,CCN2-Tran,Gene-Geno-Gene-Tran
CCNA1-Geno,CCNA1-Tran,Gene-Geno-Gene-Tran
CCNA2-Geno,CCNA2-Tran,Gene-Geno-Gene-Tran
CCNB1-Geno,CCNB1-Tran,Gene-Geno-Gene-Tran
CCNB2-Geno,CCNB2-Tran,Gene-Geno-Gene-Tran
CCNB3-Geno,CCNB3-Tran,Gene-Geno-Gene-Tran
CCND1-Geno,CCND1-Tran,Gene-Geno-Gene-Tran
CCND2-Geno,CCND2-Tran,Gene-Geno-Gene-Tran
CCND3-Geno,CCND3-Tran,Gene-Geno-Gene-Tran
CCNE1-Geno,CCNE1-Tran,Gene-Geno-Gene-Tran
CCNE2-Geno,CCNE2-Tran,Gene-Geno-Gene-Tran
CCNG1-Geno,CCNG1-Tran,Gene-Geno-Gene-Tran
CCNG2-Geno,CCNG2-Tran,Gene-Geno-Gene-Tran
CCR1-Geno,CCR1-Tran,Gene-Geno-Gene-Tran
CCR10-Geno,CCR10-Tran,Gene-Geno-Gene-Tran
CCR2-Geno,CCR2-Tran,Gene-Geno-Gene-Tran
CCR3-Geno,CCR3-Tran,Gene-Geno-Gene-Tran
CCR4-Geno,CCR4-Tran,Gene-Geno-Gene-Tran
CCR5-Geno,CCR5-Tran,Gene-Geno-Gene-Tran
CCR6-Geno,CCR6-Tran,Gene-Geno-Gene-Tran
CCR7-Geno,CCR7-Tran,Gene-Geno-Gene-Tran
CCR8-Geno,CCR8-Tran,Gene-Geno-Gene-Tran
CCR9-Geno,CCR9-Tran,Gene-Geno-Gene-Tran
CD14-Geno,CD14-Tran,Gene-Geno-Gene-Tran
CD19-Geno,CD19-Tran,Gene-Geno-Gene-Tran
CD209-Geno,CD209-Tran,Gene-Geno-Gene-Tran
CD22-Geno,CD22-Tran,Gene-Geno-Gene-Tran
CD247-Geno,CD247-Tran,Gene-Geno-Gene-Tran
CD28-Geno,CD28-Tran,Gene-Geno-Gene-Tran
CD36-Geno,CD36-Tran,Gene-Geno-Gene-Tran
CD38-Geno,CD38-Tran,Gene-Geno-Gene-Tran
CD3E-Geno,CD3E-Tran,Gene-Geno-Gene-Tran
CD4-Geno,CD4-Tran,Gene-Geno-Gene-Tran
CD40-Geno,CD40-Tran,Gene-Geno-Gene-Tran
CD40LG-Geno,CD40LG-Tran,Gene-Geno-Gene-Tran
CD72-Geno,CD72-Tran,Gene-Geno-Gene-Tran
CD79A-Geno,CD79A-Tran,Gene-Geno-Gene-Tran
CD79B-Geno,CD79B-Tran,Gene-Geno-Gene-Tran
CD80-Geno,CD80-Tran,Gene-Geno-Gene-Tran
CD82-Geno,CD82-Tran,Gene-Geno-Gene-Tran
CD86-Geno,CD86-Tran,Gene-Geno-Gene-Tran
CD8A-Geno,CD8A-Tran,Gene-Geno-Gene-Tran
CD8B-Geno,CD8B-Tran,Gene-Geno-Gene-Tran
CD8B2-Geno,CD8B2-Tran,Gene-Geno-Gene-Tran
CDC25B-Geno,CDC25B-Tran,Gene-Geno-Gene-Tran
CDC37-Geno,CDC37-Tran,Gene-Geno-Gene-Tran
CDC42-Geno,CDC42-Tran,Gene-Geno-Gene-Tran
CDH1-Geno,CDH1-Tran,Gene-Geno-Gene-Tran
CDK1-Geno,CDK1-Tran,Gene-Geno-Gene-Tran
CDK2-Geno,CDK2-Tran,Gene-Geno-Gene-Tran
CDK4-Geno,CDK4-Tran,Gene-Geno-Gene-Tran
CDK6-Geno,CDK6-Tran,Gene-Geno-Gene-Tran
CDKN1A-Geno,CDKN1A-Tran,Gene-Geno-Gene-Tran
CDKN1B-Geno,CDKN1B-Tran,Gene-Geno-Gene-Tran
CDKN2A-Geno,CDKN2A-Tran,Gene-Geno-Gene-Tran
CDKN2B-Geno,CDKN2B-Tran,Gene-Geno-Gene-Tran
CDKN2D-Geno,CDKN2D-Tran,Gene-Geno-Gene-Tran
CDON-Geno,CDON-Tran,Gene-Geno-Gene-Tran
CEBPB-Geno,CEBPB-Tran,Gene-Geno-Gene-Tran
CER1-Geno,CER1-Tran,Gene-Geno-Gene-Tran
CFLAR-Geno,CFLAR-Tran,Gene-Geno-Gene-Tran
CFTR-Geno,CFTR-Tran,Gene-Geno-Gene-Tran
CGA-Geno,CGA-Tran,Gene-Geno-Gene-Tran
CHAD-Geno,CHAD-Tran,Gene-Geno-Gene-Tran
CHD8-Geno,CHD8-Tran,Gene-Geno-Gene-Tran
CHEK1-Geno,CHEK1-Tran,Gene-Geno-Gene-Tran
CHEK2-Geno,CHEK2-Tran,Gene-Geno-Gene-Tran
CHRD-Geno,CHRD-Tran,Gene-Geno-Gene-Tran
CHRM1-Geno,CHRM1-Tran,Gene-Geno-Gene-Tran
CHRM2-Geno,CHRM2-Tran,Gene-Geno-Gene-Tran
CHRM3-Geno,CHRM3-Tran,Gene-Geno-Gene-Tran
CHRM5-Geno,CHRM5-Tran,Gene-Geno-Gene-Tran
CHUK-Geno,CHUK-Tran,Gene-Geno-Gene-Tran
CIR1-Geno,CIR1-Tran,Gene-Geno-Gene-Tran
CISH-Geno,CISH-Tran,Gene-Geno-Gene-Tran
CLEC1B-Geno,CLEC1B-Tran,Gene-Geno-Gene-Tran
CLEC4D-Geno,CLEC4D-Tran,Gene-Geno-Gene-Tran
CLEC4E-Geno,CLEC4E-Tran,Gene-Geno-Gene-Tran
CLEC4M-Geno,CLEC4M-Tran,Gene-Geno-Gene-Tran
CLEC6A-Geno,CLEC6A-Tran,Gene-Geno-Gene-Tran
CLEC7A-Geno,CLEC7A-Tran,Gene-Geno-Gene-Tran
CLIP1-Geno,CLIP1-Tran,Gene-Geno-Gene-Tran
CNR1-Geno,CNR1-Tran,Gene-Geno-Gene-Tran
CNTF-Geno,CNTF-Tran,Gene-Geno-Gene-Tran
CNTFR-Geno,CNTFR-Tran,Gene-Geno-Gene-Tran
COL1A1-Geno,COL1A1-Tran,Gene-Geno-Gene-Tran
COL1A2-Geno,COL1A2-Tran,Gene-Geno-Gene-Tran
COL2A1-Geno,COL2A1-Tran,Gene-Geno-Gene-Tran
COL3A1-Geno,COL3A1-Tran,Gene-Geno-Gene-Tran
COL4A1-Geno,COL4A1-Tran,Gene-Geno-Gene-Tran
COL4A2-Geno,COL4A2-Tran,Gene-Geno-Gene-Tran
COL4A3-Geno,COL4A3-Tran,Gene-Geno-Gene-Tran
COL4A4-Geno,COL4A4-Tran,Gene-Geno-Gene-Tran
COL4A5-Geno,COL4A5-Tran,Gene-Geno-Gene-Tran
COL4A6-Geno,COL4A6-Tran,Gene-Geno-Gene-Tran
COL6A1-Geno,COL6A1-Tran,Gene-Geno-Gene-Tran
COL6A2-Geno,COL6A2-Tran,Gene-Geno-Gene-Tran
COL6A3-Geno,COL6A3-Tran,Gene-Geno-Gene-Tran
