gene_name,TCGA-3L-AA1B-01,TCGA-4N-A93T-01,TCGA-4T-AA8H-01,TCGA-5M-AAT6-01,TCGA-A6-2685-01,TCGA-A6-2686-01,TCGA-A6-5657-01,TCGA-A6-5660-01,TCGA-A6-5661-01,TCGA-A6-5662-01,TCGA-A6-5664-01,TCGA-A6-5665-01,TCGA-A6-5666-01,TCGA-A6-5667-01,TCGA-A6-6137-01,TCGA-A6-6138-01,TCGA-A6-6142-01,TCGA-A6-6648-01,TCGA-A6-6649-01,TCGA-A6-6651-01,TCGA-A6-6652-01,TCGA-A6-6653-01,TCGA-A6-6654-01,TCGA-A6-6782-01,TCGA-A6-A566-01,TCGA-AA-3489-01,TCGA-AA-3492-01,TCGA-AA-3496-01,TCGA-AA-3502-01,TCGA-AA-3506-01,TCGA-AA-3511-01,TCGA-AA-3655-01,TCGA-AA-3712-01,TCGA-AA-3713-01,TCGA-AA-A01P-01,TCGA-AD-5900-01,TCGA-AD-6548-01,TCGA-AD-6889-01,TCGA-AD-6899-01,TCGA-AD-6965-01,TCGA-AD-A5EJ-01,TCGA-AM-5820-01,TCGA-AM-5821-01,TCGA-AU-6004-01,TCGA-AY-5543-01,TCGA-AY-6196-01,TCGA-AY-6197-01,TCGA-AY-6386-01,TCGA-AY-A54L-01,TCGA-AY-A69D-01,TCGA-AY-A71X-01,TCGA-AY-A8YK-01,TCGA-AZ-4315-01,TCGA-AZ-4323-01,TCGA-AZ-4614-01,TCGA-AZ-4615-01,TCGA-AZ-4682-01,TCGA-AZ-5407-01,TCGA-AZ-6598-01,TCGA-AZ-6599-01,TCGA-AZ-6600-01,TCGA-AZ-6603-01,TCGA-AZ-6605-01,TCGA-AZ-6606-01,TCGA-CA-5254-01,TCGA-CA-5255-01,TCGA-CA-5256-01,TCGA-CA-5796-01,TCGA-CA-5797-01,TCGA-CA-6715-01,TCGA-CA-6716-01,TCGA-CA-6717-01,TCGA-CA-6718-01,TCGA-CA-6719-01,TCGA-CK-5914-01,TCGA-CK-5916-01,TCGA-CK-6746-01,TCGA-CK-6747-01,TCGA-CK-6748-01,TCGA-CK-6751-01,TCGA-CM-4743-01,TCGA-CM-4744-01,TCGA-CM-4747-01,TCGA-CM-5344-01,TCGA-CM-5348-01,TCGA-CM-5349-01,TCGA-CM-5860-01,TCGA-CM-5861-01,TCGA-CM-5862-01,TCGA-CM-5863-01,TCGA-CM-5864-01,TCGA-CM-5868-01,TCGA-CM-6161-01,TCGA-CM-6163-01,TCGA-CM-6165-01,TCGA-CM-6166-01,TCGA-CM-6167-01,TCGA-CM-6168-01,TCGA-CM-6169-01,TCGA-CM-6170-01,TCGA-CM-6171-01,TCGA-CM-6172-01,TCGA-CM-6674-01,TCGA-CM-6675-01,TCGA-CM-6676-01,TCGA-CM-6677-01,TCGA-CM-6678-01,TCGA-CM-6679-01,TCGA-CM-6680-01,TCGA-D5-5539-01,TCGA-D5-5540-01,TCGA-D5-5541-01,TCGA-D5-6529-01,TCGA-D5-6530-01,TCGA-D5-6531-01,TCGA-D5-6532-01,TCGA-D5-6533-01,TCGA-D5-6534-01,TCGA-D5-6535-01,TCGA-D5-6536-01,TCGA-D5-6537-01,TCGA-D5-6538-01,TCGA-D5-6539-01,TCGA-D5-6540-01,TCGA-D5-6541-01,TCGA-D5-6920-01,TCGA-D5-6922-01,TCGA-D5-6924-01,TCGA-D5-6926-01,TCGA-D5-6927-01,TCGA-D5-6928-01,TCGA-D5-6930-01,TCGA-D5-6931-01,TCGA-D5-6932-01,TCGA-DM-A0X9-01,TCGA-DM-A0XF-01,TCGA-DM-A1D0-01,TCGA-DM-A1D4-01,TCGA-DM-A1D7-01,TCGA-DM-A1D8-01,TCGA-DM-A1D9-01,TCGA-DM-A1DA-01,TCGA-DM-A1DB-01,TCGA-DM-A1HA-01,TCGA-DM-A1HB-01,TCGA-DM-A280-01,TCGA-DM-A282-01,TCGA-DM-A288-01,TCGA-DM-A28A-01,TCGA-DM-A28C-01,TCGA-DM-A28E-01,TCGA-DM-A28F-01,TCGA-DM-A28G-01,TCGA-DM-A28M-01,TCGA-F4-6459-01,TCGA-F4-6460-01,TCGA-F4-6461-01,TCGA-F4-6463-01,TCGA-F4-6569-01,TCGA-F4-6570-01,TCGA-F4-6703-01,TCGA-F4-6704-01,TCGA-F4-6805-01,TCGA-F4-6806-01,TCGA-F4-6807-01,TCGA-F4-6808-01,TCGA-F4-6809-01,TCGA-F4-6854-01,TCGA-F4-6855-01,TCGA-F4-6856-01,TCGA-G4-6293-01,TCGA-G4-6294-01,TCGA-G4-6295-01,TCGA-G4-6297-01,TCGA-G4-6298-01,TCGA-G4-6299-01,TCGA-G4-6302-01,TCGA-G4-6303-01,TCGA-G4-6304-01,TCGA-G4-6306-01,TCGA-G4-6307-01,TCGA-G4-6309-01,TCGA-G4-6311-01,TCGA-G4-6315-01,TCGA-G4-6317-01,TCGA-G4-6320-01,TCGA-G4-6321-01,TCGA-G4-6322-01,TCGA-G4-6586-01,TCGA-G4-6588-01,TCGA-G4-6626-01,TCGA-G4-6627-01,TCGA-G4-6628-01,TCGA-NH-A50T-01,TCGA-NH-A50V-01,TCGA-NH-A5IV-01,TCGA-NH-A6GA-01,TCGA-NH-A6GB-01,TCGA-NH-A6GC-01,TCGA-NH-A8F7-01,TCGA-NH-A8F8-01,TCGA-QG-A5YV-01,TCGA-QG-A5YW-01,TCGA-QG-A5YX-01,TCGA-QG-A5Z1-01,TCGA-QG-A5Z2-01,TCGA-QL-A97D-01,TCGA-RU-A8FL-01,TCGA-SS-A7HO-01,TCGA-T9-A92H-01
PPP1CC,6.105,5.9006,6.4445,6.4038,6.0319,6.6257,6.0711,6.1977,6.51830456137,5.1416,6.3288,6.69899262246,6.6607,6.1797,6.3361,6.1175,5.7848,7.1413,6.2042,6.1342,5.7576,6.5711,6.1373,5.8102,6.456,5.9987,6.4701,6.3118,6.2036,6.3182,5.8829,6.383,6.4163,6.4809,6.04,7.1639,6.3632,5.9695,5.9964,6.6097,6.5364,6.3064,7.0168,6.2967,6.5917,5.4503,6.4591,6.0422,6.0999,6.4308,5.9612,6.143,6.8667,6.4862,6.6999,6.4486,6.6524,6.3309,6.7682,5.9143,6.356,6.2668,6.3609,6.1894,6.3822,6.0678,6.5697,6.1983,6.7494,6.3572,5.6332,6.4912,5.9677,6.152,6.7192,6.7206,6.3185,6.1559,5.9746,6.406,6.0453,6.2799,6.037,6.2672,5.8428,6.5498,6.8874,5.9939,6.1281,6.3073,6.1635,6.5376,6.1552,6.4172,6.4599,6.8757,6.0219,6.4843,6.8373,6.1625,6.8842,6.5827,6.2996,5.3565,6.1361,6.0068,6.1152,6.0168,6.1044,6.3246,6.8803,6.3425,6.6377,6.4057,6.7178,6.5418,6.0405,5.8873,6.3803,5.6097,6.7403,6.2288,6.2256,5.7722,6.0594,6.2202,6.2608,6.2593,6.2436,6.0629,6.3532,6.4214,6.6757,5.969,6.6634,6.3928,6.304,6.2717,6.1667,5.6375,6.2157,5.8756,6.7432,6.496,6.1973,6.1046,5.8079,6.3632,6.537,5.9919,6.2277,6.1823,5.8565,6.4466,5.963,5.753,5.6924,6.6159,5.8919,6.1002,6.0798,6.225,6.2213,5.9993,5.972,6.4741,5.94,6.1797,6.0005,6.1196,5.8746,6.2116,6.7538,5.8696,6.102,6.0297,5.8166,6.3304,6.4293,6.5089,5.701,6.5817,6.0611,6.0542,5.8936,6.2394,6.0464,5.8873,5.9503,6.6519,6.2447,6.2832,6.3693,6.6514,6.0162,6.2271,6.5103,6.1299,5.2736,5.9444,6.1699,6.4167,5.9826,6.6686,6.1262,6.4835,6.5718,6.1221,5.7544,6.2536
PPP1R12A,3.7825,2.7095,3.4371,3.6646,4.1136,3.5839,3.7603,3.5754,4.52779722194,3.1572,4.4777,5.5525566545,3.449,4.2593,3.5899,4.1384,3.5645,4.1506,4.1978,4.6271,3.4843,3.4437,4.373,3.3703,4.1186,4.1852,3.3787,3.9599,3.551,3.7825,3.6737,3.8993,3.6714,4.8958,3.958,4.0816,3.8925,2.6464,4.1579,3.8259,3.5424,4.2899,4.6177,4.1891,3.5803,3.8136,4.17,3.6872,3.5287,3.9663,3.4843,3.4264,3.1749,4.6106,3.3336,3.8105,2.6067,3.1908,3.4344,3.3293,3.5224,4.0225,3.8759,3.7507,4.2134,3.6289,2.8622,3.6042,3.5535,3.0585,3.9118,4.711,4.8095,4.3779,4.0419,4.0287,4.2165,3.9012,3.8798,3.1908,3.154,2.9186,3.8769,3.3993,4.686,3.6532,3.863,3.2677,3.1179,3.7291,3.4411,3.1179,4.3548,3.6589,4.0295,3.6451,5.6571,4.958,4.6491,3.6335,4.8978,3.9204,3.3478,3.1844,3.6301,3.3647,3.5022,3.836,3.7582,3.7171,3.7432,4.1128,3.8198,3.5287,4.1907,3.4143,3.7083,4.4906,4.235,3.345,3.7603,4.0118,4.1103,3.6916,3.5498,3.5274,4.298,4.1086,4.3477,4.0713,5.3806,2.7073,4.3951,3.1653,3.7919,3.1409,3.1924,3.0163,2.8994,2.3816,3.3911,2.9544,3.4945,3.5923,2.9966,2.7508,2.8301,3.2752,3.7324,3.242,3.1442,2.9618,3.2557,3.0995,4.3862,4.0567,3.6509,4.1384,3.5994,3.483,4.6949,3.833,4.1285,3.4411,4.3841,3.1062,3.6669,3.7149,4.0875,4.2048,3.6089,3.402,3.9194,3.9992,3.0842,3.6669,5.0418,4.0073,2.5462,3.3703,2.2783,3.6793,3.695,3.1669,2.3926,3.1685,3.1162,3.2481,2.9544,3.4088,3.2481,4.4582,3.863,3.1685,3.8126,3.4504,4.2327,3.5754,3.6474,3.6872,3.6759,3.7378,3.2973,3.4384,4.0994,3.6983,3.9147,2.4439,3.449,3.3017
PPP1R12B,2.7465,2.7292,2.7161,2.9109,4.6053,1.4859,4.149,2.0004,4.59024095908,2.93,3.9051,4.62865692405,1.0433,3.9974,2.9802,2.4571,1.8242,2.7007,4.7882,5.342,2.8542,0.5271,3.8591,1.8604,2.6185,2.8014,0.3231,2.036,1.2209,1.7532,2.872,3.1344,2.2082,3.1987,3.3911,4.0278,2.9375,1.9188,3.1393,2.4332,2.2931,3.8591,-0.4521,3.3119,2.578,3.5337,2.8641,3.1588,1.4704,3.1377,1.5165,2.4332,1.4011,3.9232,0.7664,3.3647,2.0004,2.4518,0.7664,1.3454,3.5473,2.9929,2.4439,3.6578,5.1148,3.5161,0.1648,2.8341,3.1924,1.766,3.7171,4.5466,3.0217,3.8228,1.7617,2.7051,2.8681,1.9188,2.5313,1.8242,1.7009,-0.3566,2.7422,2.236,4.4101,3.9719,1.4962,2.6278,1.6093,2.3077,1.642,1.9564,2.59,3.5791,3.4635,1.7489,6.6267,4.3958,3.8759,1.8996,2.0076,3.0092,2.8462,2.1925,2.6043,2.108,2.4063,2.971,3.0842,3.4477,0.4657,2.1734,2.2482,2.5388,2.0004,2.1247,1.4756,3.4752,4.0287,1.6281,1.4547,2.5683,3.8481,3.1749,1.949,3.4116,4.423,3.0002,3.5337,3.1813,3.0757,2.2573,2.7993,2.8916,2.4934,1.9527,1.1577,2.6325,1.3225,2.1114,3.0252,1.9859,1.4962,0.4761,2.9784,0.9115,1.2756,1.7053,1.8201,2.4332,1.4859,2.0465,2.128,1.2085,4.9041,5.1334,2.7889,3.3235,3.1212,2.0742,2.5413,4.4706,4.4061,3.2632,4.7431,1.1382,3.9746,3.4451,3.2496,2.5263,2.1147,1.5854,1.6964,3.0978,1.8918,2.4831,6.5551,3.7039,2.2663,0.9935,1.6093,3.0411,1.8604,1.7912,0.9419,0.8246,2.2931,1.9111,1.4911,2.5658,1.1382,4.5596,3.3731,1.674,3.1162,2.828,3.6961,1.7912,2.4779,2.4359,3.9099,2.081,1.9786,2.7993,4.2503,2.5313,2.93,1.3511,1.7532,2.7205
PPP1R12C,5.5506,6.1002,5.4604,5.4728,5.5647,5.4973,5.8151,4.6177,3.78946618574,4.9955,4.5898,4.37118396777,3.9412,4.6888,5.0549,5.1347,5.0631,4.7159,5.3978,5.5623,5.1285,4.2189,5.2161,4.9805,5.2138,5.1831,4.8625,5.1301,5.5684,5.6424,4.9741,5.2149,5.1182,5.3937,5.0295,4.3674,5.0955,5.1169,5.5373,5.7423,5.1102,4.9723,4.3075,5.1567,4.795,5.5239,5.3629,4.7367,4.5778,5.6557,5.4074,5.6574,3.906,5.7154,5.4043,4.5778,4.5361,4.9663,4.3869,4.6253,5.0553,5.405,5.2184,5.1981,4.6679,5.1019,3.9204,4.0841,4.8939,4.7704,4.6972,4.6871,5.0462,4.9524,4.9937,4.232,5.1639,4.4263,4.251,4.6804,5.3209,4.5423,5.2411,5.2521,5.7445,5.4094,4.7253,3.5911,4.2017,4.7819,4.554,5.1371,4.8074,5.4233,4.5868,5.0562,5.8953,5.1958,4.7474,5.0519,4.6294,5.1111,4.8798,5.1161,5.5479,4.964,4.5934,5.4657,5.0597,4.7453,3.9431,4.9369,5.2196,5.0041,4.5148,4.8802,4.764,5.3067,5.2223,4.9933,5.4748,4.975,4.8515,5.426,4.2593,5.2173,5.5708,5.4503,5.7385,5.2153,5.9517,5.0436,5.4479,5.5097,5.7648,5.291,5.5217,5.2664,5.48,5.3302,4.8475,4.9241,5.3431,4.8997,4.6764,4.1053,5.0998,5.0,5.3618,4.5838,5.3917,5.5072,4.6888,4.2803,5.5999,5.4172,4.8704,5.1244,4.5922,4.918,4.918,4.9002,4.8895,5.0251,5.085,4.9369,5.6032,5.4016,5.2235,4.7851,5.1198,4.7688,4.6645,5.2552,5.1792,5.0484,6.1589,4.4397,5.365,5.4624,5.2925,4.9412,5.5173,5.0739,5.2442,5.6396,4.9284,5.0566,5.7811,5.0501,5.2083,5.1847,5.1094,5.2468,5.4657,5.5925,5.6314,5.6966,5.7761,5.6944,5.8156,5.5562,5.4644,5.218,5.4702,5.3342,5.7871,5.4842,5.5283,5.4751
PPP1R1B,7.6431,8.9345,8.8223,7.5275,7.6851,7.7925,5.4909,9.1972,7.31515549953,7.7669,7.1941,7.5710802682,8.6344,7.8683,8.6358,7.0739,7.4506,7.5494,7.9817,5.4884,7.5283,8.0938,7.4997,7.7264,7.2127,7.2754,8.2529,8.6325,8.3221,8.1505,7.904,7.9455,7.7219,7.4825,5.8141,7.6602,7.7274,8.779,8.4092,9.0278,7.621,7.4582,2.5437,8.2557,8.5535,5.2895,7.7306,7.4683,7.507,7.5457,8.377,8.6192,8.6852,6.5401,8.2123,7.599,8.3298,8.3791,8.0279,8.0576,9.0032,7.9675,7.5582,8.213,9.7193,8.4816,8.2202,8.6669,7.942,7.6865,7.9097,7.8935,4.9113,9.1808,7.8198,8.2729,4.6623,7.7242,8.1539,8.107,6.597,7.6075,8.34,7.4244,6.1344,7.8452,7.3445,8.4081,6.646,8.0801,7.7091,8.933,5.3151,7.909,8.3006,7.5435,6.7925,7.284,7.1266,8.1867,7.1931,8.9084,7.7645,8.8038,7.5934,7.3,8.5,8.1319,8.0135,8.9086,7.2453,7.2746,7.7844,7.1856,8.0186,9.2034,8.1598,7.0153,8.7795,7.9783,8.3172,8.7724,7.5279,7.0492,8.1525,7.324,7.2817,7.6237,8.0808,7.8342,5.9531,8.7593,6.6754,8.4002,8.3311,8.2897,12.4442,9.108,7.8928,7.7255,7.3056,8.6404,8.5183,7.0916,8.2605,8.3718,8.4582,9.0132,8.1285,8.6925,7.9963,8.3896,7.9137,9.117,5.3169,6.1975,8.1268,7.3307,7.0237,7.7913,3.6961,7.8916,7.1228,8.3272,7.6268,8.188,7.6508,8.0186,8.5031,8.6307,6.9548,7.5135,7.5091,6.5015,8.5098,7.3724,5.438,7.8681,8.5935,8.5027,8.6976,7.7331,6.8791,8.1827,8.9466,8.2726,7.6583,8.1745,8.4529,8.1436,8.3834,7.6275,8.3909,8.1002,7.8953,7.8481,7.7172,6.796,7.802,8.1287,8.6738,7.8552,8.7296,9.0463,8.7744,7.6984,8.1716,8.3926,6.7385,7.7452
PPP1R3A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PPP1R3B,3.1556,1.7141,1.6785,1.8524,2.8014,2.7051,2.3337,1.7532,2.52634815297,2.183,2.7594,3.19554081518,2.167,3.4971,2.2633,3.8116,2.8361,2.1862,2.5511,3.1924,2.4675,3.0808,2.4035,3.0163,2.6602,3.2511,2.0111,1.6964,2.872,1.6875,2.9581,2.9747,3.8571,2.1862,2.8137,1.816,2.7826,2.8622,2.5137,3.0217,2.7551,1.7273,1.6234,2.3423,1.7185,3.1212,3.011,2.824,2.4623,2.043,1.9302,2.6693,0.7233,1.8036,2.9507,3.5224,1.9377,1.8363,3.7039,1.5902,2.1147,2.6624,2.0979,1.3225,2.7161,2.59,3.4116,1.7575,2.128,2.1444,3.4881,2.3135,2.4753,2.7117,2.4518,3.1971,3.4344,2.7444,4.2958,1.4962,1.7403,2.6693,3.6804,1.412,2.496,2.7357,2.0076,3.8729,1.9859,3.2065,2.4701,1.6093,4.4608,2.1345,3.5073,1.9377,2.8502,2.727,2.9375,3.0463,2.7314,1.6045,2.3926,2.9525,2.9562,2.4492,2.5338,2.7336,3.3869,2.8542,2.5036,2.8602,4.0748,2.0254,2.1213,2.6783,2.824,2.4332,1.8323,2.9911,3.4596,4.8425,2.7572,3.8054,2.3898,2.2268,2.6602,4.1053,2.9052,2.6962,2.5487,2.2603,2.9637,3.3134,2.3732,2.2753,2.1411,2.4623,1.5854,2.8562,1.5998,2.4597,2.2783,1.3846,2.3337,2.1213,2.6138,2.4908,2.496,1.0363,2.2931,2.4753,1.9264,1.3283,4.2571,3.5136,2.4571,2.1476,3.0688,2.1606,2.5804,2.9413,2.409,2.609,3.4197,3.1733,2.7314,2.3816,3.345,2.4063,2.5707,3.4156,2.4908,2.8877,2.5338,1.7229,3.3264,2.5876,2.2813,1.736,3.0199,1.9749,2.0395,2.2693,2.8076,2.3164,2.7444,2.9186,1.2696,1.9527,2.3953,3.1797,2.2237,1.7954,1.6512,2.128,2.3251,1.0983,2.7805,2.4306,2.5288,3.5461,1.7828,2.2175,3.0411,2.4117,2.3135,1.2455,4.3576,2.1378
PPP1R3C,0.2029,-3.816,-3.458,-1.1811,2.6783,-0.3752,0.8327,1.3956,-0.471930076682,0.6969,0.7579,-1.59513203929,-2.1779,0.7832,-1.2142,-1.685,-0.6873,-1.5105,-0.0574,1.5998,-1.9942,-1.7322,-0.394,-0.394,1.4962,0.8647,-0.2845,-0.5125,-3.6259,-0.1665,-0.013,0.6239,0.1519,-1.9942,1.2815,-0.1665,-1.1172,-1.2142,0.346,-1.2828,-1.685,-0.2328,-2.8262,-0.7108,-3.3076,0.2642,-2.0529,-1.8314,-3.0469,-2.3147,-3.6259,-2.4659,-0.8084,1.1184,-5.0116,-0.3566,-2.6349,-2.3884,-2.4659,-3.816,-0.9406,0.6969,1.1184,-2.9324,0.4865,-3.0469,-0.7834,-1.7809,0.6517,-0.2498,-0.0725,0.605,-0.1031,-0.394,-1.7322,-0.3022,-5.0116,-1.9379,1.3679,-0.1993,-3.458,-3.3076,-1.2828,-0.2328,1.0222,-0.4131,1.6187,-1.7809,-0.8863,0.058,-2.6349,-1.5105,-0.1187,-1.2828,0.2998,-0.6873,3.4945,1.1316,0.4447,-0.4131,-3.6259,-0.4521,0.4233,-0.3752,0.679,-0.8339,-1.2142,0.9115,-0.1031,-0.5543,0.3231,1.412,1.5514,-1.5522,-0.2845,-1.1172,-1.9942,2.0395,-1.2142,-1.0262,-1.8314,-1.0862,-0.3201,-1.9379,1.2576,-1.5105,1.0915,1.595,1.1512,-0.1031,0.537,-0.9971,-0.6193,-0.8863,-1.3183,-0.5125,-1.9942,-4.2934,-1.9942,-2.1779,-2.5479,-2.6349,-2.6349,-3.458,-3.458,-1.0262,-1.1488,-3.0469,-0.4131,-3.0469,-4.2934,-2.1779,-0.7346,-3.1714,0.8246,1.2696,-0.1031,1.7786,2.3732,-0.2845,0.7579,1.2815,1.9149,-0.2671,0.6239,-1.7809,0.7999,0.1903,0.8488,-0.3566,-1.7322,-3.458,-4.6082,0.5763,-0.5125,-0.7588,2.5263,-0.0877,-5.0116,-4.2934,-3.458,-1.5522,-1.3183,-2.8262,-1.4305,-2.4659,-4.035,-1.8314,-3.816,-0.5756,-3.816,0.7999,-1.5951,-1.8314,-0.6416,-2.114,-2.0529,-2.0529,2.0535,-1.7322,-0.0277,-1.9942,-1.9379,-3.1714,0.2154,-3.6259,-3.0469,-5.0116,-2.7274,-2.3884
PPP1R3D,1.8722,2.4805,1.7053,1.2209,1.6327,1.6558,1.8323,2.167,0.592303217472,3.3897,0.4233,1.19807312949,2.2082,3.4061,2.7336,2.8582,2.0604,2.9618,1.8119,2.5112,3.0393,1.5514,2.7314,1.6512,1.334,2.0946,1.4065,3.1162,0.8327,2.036,1.5998,2.0289,2.6278,0.346,1.9111,0.5763,2.0535,-0.3383,2.2421,2.4649,-1.2828,2.1213,0.8726,0.6517,2.667,1.9527,1.3846,1.3167,1.9188,2.0707,1.3956,2.9581,0.7407,1.8918,1.8879,1.0711,2.1313,1.3956,0.2642,0.434,1.8643,3.2049,3.1491,2.4171,1.1706,1.3679,2.004,1.5612,2.578,2.3479,2.1574,1.4652,2.2842,2.685,3.222,1.0983,0.9789,1.6512,2.4198,0.9191,0.5069,1.1316,2.4279,2.5213,2.5756,2.6984,2.2391,0.8488,2.1541,1.4652,2.3394,2.5658,2.328,2.8819,2.4117,2.3366,2.2633,2.1411,3.3293,3.0092,0.8082,2.59,1.0363,1.9452,2.8178,2.2693,1.7489,2.9875,1.1897,1.4441,1.7617,3.4997,2.0946,1.4388,1.4652,2.8117,3.1491,1.9034,2.578,0.9115,2.1476,2.1247,1.6327,1.334,1.5013,1.8242,2.8799,2.8321,3.002,0.8805,2.4306,0.9343,1.4704,1.9111,1.7786,2.8819,2.167,2.2019,2.8219,2.081,1.595,1.7744,3.4411,2.872,-0.2498,1.0503,1.3051,2.1574,3.186,1.3735,2.8137,3.1095,1.2992,1.0007,2.7826,2.3898,-0.2159,1.7532,1.5514,1.2934,1.3735,0.8164,1.787,1.7828,2.0569,2.6556,2.1988,3.1572,1.4756,1.105,1.766,2.9338,2.4623,2.8681,1.7141,2.8974,1.3397,3.1829,1.2085,2.5828,1.9822,0.4233,3.2359,2.0218,2.4439,1.8957,1.2333,0.4552,0.688,-1.5522,2.4117,2.4306,0.6969,2.5536,2.7379,1.3454,2.2513,2.9802,0.6699,3.3105,3.4007,2.4908,1.1833,1.9822,3.1377,1.7273,2.0878,2.9784,1.6466,1.0363
PPP1R3E,2.5087,3.4804,1.8957,2.3077,1.8879,1.9601,1.4911,1.334,1.97614028208,1.2023,1.3679,3.3961066318,1.2875,1.8242,2.3164,0.3231,0.679,1.7489,2.2723,1.7912,0.9935,0.2277,0.9935,2.1702,2.4934,2.1114,1.5563,2.236,2.2513,1.3109,1.6695,2.3423,1.5013,2.6441,1.6785,1.3397,1.8683,1.2271,2.667,2.5011,2.0776,1.2271,0.2277,1.949,0.5666,3.3134,3.0181,1.334,2.2421,0.5271,2.872,1.949,1.5165,2.1766,1.0293,1.8363,0.7748,1.9377,2.5852,2.651,2.6232,1.7744,1.9034,1.4441,2.4439,1.1897,1.2576,2.1606,1.5415,0.9862,1.2636,1.8918,2.1988,1.7446,1.6187,0.9115,2.3843,0.9419,0.03,1.0151,1.6281,1.2756,1.0573,1.6964,2.036,1.7954,0.7058,0.6608,1.8363,1.1512,2.299,2.2113,1.7185,2.2144,2.3337,1.736,2.1988,1.8363,1.8201,1.1316,1.0847,2.4359,1.125,4.5299,1.4494,2.6325,1.6093,1.6045,2.0325,1.4859,0.6239,1.9749,1.1316,1.2209,1.1833,1.5612,1.9226,1.7097,1.8036,1.7489,0.5763,2.8701,2.1925,2.3451,1.9111,1.6093,2.0395,1.5366,2.409,2.5585,2.183,1.7744,1.4652,1.5064,1.642,2.1541,2.2206,3.2856,3.3633,2.7763,2.5511,2.9784,3.3221,2.2082,1.5902,1.4756,2.3308,1.949,2.3816,1.1447,1.1833,2.0076,2.5707,2.036,1.412,2.496,2.2113,0.9642,1.0779,1.196,0.9191,2.7444,1.2576,1.7053,1.6374,2.1894,2.0844,1.5216,2.3308,1.683,1.5514,2.2872,1.6466,1.334,2.2391,1.1577,1.5465,2.2175,1.6695,2.3451,3.2174,2.2901,1.674,1.766,3.2677,2.1925,1.5709,3.0927,2.6895,1.0293,3.0723,1.6875,0.9642,2.3251,1.8879,3.3163,2.7095,1.9675,4.2009,2.3077,1.614,2.4306,2.5413,2.8422,2.2543,3.0323,2.299,2.9319,2.1957,1.7273
