gene_name,TCGA-2H-A9GF-01,TCGA-2H-A9GI-01,TCGA-2H-A9GL-01,TCGA-2H-A9GR-01,TCGA-IC-A6RE-01,TCGA-IG-A3I8-01,TCGA-IG-A3QL-01,TCGA-IG-A3Y9-01,TCGA-IG-A3YA-01,TCGA-IG-A3YB-01,TCGA-IG-A3YC-01,TCGA-IG-A4P3-01,TCGA-IG-A4QS-01,TCGA-IG-A50L-01,TCGA-IG-A51D-01,TCGA-IG-A5B8-01,TCGA-IG-A5S3-01,TCGA-IG-A625-01,TCGA-IG-A6QS-01,TCGA-IG-A8O2-01,TCGA-IG-A97H-01,TCGA-IG-A97I-01,TCGA-JY-A6F8-01,TCGA-JY-A6FB-01,TCGA-JY-A6FD-01,TCGA-JY-A6FE-01,TCGA-JY-A6FG-01,TCGA-JY-A93E-01,TCGA-JY-A93F-01,TCGA-L5-A43C-01,TCGA-L5-A43H-01,TCGA-L5-A43I-01,TCGA-L5-A43J-01,TCGA-L5-A4OE-01,TCGA-L5-A4OF-01,TCGA-L5-A4OG-01,TCGA-L5-A4OH-01,TCGA-L5-A4OI-01,TCGA-L5-A4OJ-01,TCGA-L5-A4ON-01,TCGA-L5-A4OP-01,TCGA-L5-A4OQ-01,TCGA-L5-A4OR-01,TCGA-L5-A4OS-01,TCGA-L5-A4OT-01,TCGA-L5-A4OU-01,TCGA-L5-A4OW-01,TCGA-L5-A4OX-01,TCGA-L5-A88W-01,TCGA-L5-A891-01,TCGA-L5-A8NE-01,TCGA-L5-A8NF-01,TCGA-L5-A8NI-01,TCGA-L5-A8NJ-01,TCGA-L5-A8NK-01,TCGA-L5-A8NL-01,TCGA-L5-A8NQ-01,TCGA-L5-A8NS-01,TCGA-L5-A8NT-01,TCGA-L5-A8NV-01,TCGA-L5-A8NW-01,TCGA-L7-A56G-01,TCGA-L7-A6VZ-01,TCGA-LN-A49K-01,TCGA-LN-A49L-01,TCGA-LN-A49M-01,TCGA-LN-A49N-01,TCGA-LN-A49O-01,TCGA-LN-A49P-01,TCGA-LN-A49R-01,TCGA-LN-A49S-01,TCGA-LN-A49W-01,TCGA-LN-A49X-01,TCGA-LN-A49Y-01,TCGA-LN-A4A1-01,TCGA-LN-A4A2-01,TCGA-LN-A4A3-01,TCGA-LN-A4A4-01,TCGA-LN-A4A5-01,TCGA-LN-A4A6-01,TCGA-LN-A4A9-01,TCGA-LN-A4MQ-01,TCGA-LN-A4MR-01,TCGA-LN-A5U5-01,TCGA-LN-A5U6-01,TCGA-LN-A5U7-01,TCGA-LN-A7HW-01,TCGA-LN-A7HX-01,TCGA-LN-A7HY-01,TCGA-LN-A7HZ-01,TCGA-LN-A8HZ-01,TCGA-LN-A8I0-01,TCGA-LN-A8I1-01,TCGA-LN-A9FO-01,TCGA-LN-A9FP-01,TCGA-LN-A9FQ-01,TCGA-LN-A9FR-01,TCGA-M9-A5M8-01,TCGA-Q9-A6FU-01,TCGA-Q9-A6FW-01,TCGA-RE-A7BO-01,TCGA-S8-A6BV-01,TCGA-S8-A6BW-01,TCGA-VR-A8EO-01,TCGA-VR-A8EP-01,TCGA-VR-A8EQ-01,TCGA-VR-AA4D-01,TCGA-VR-AA7B-01,TCGA-X8-AAAR-01,TCGA-XP-A8T6-01,TCGA-Z6-A8JD-01,TCGA-Z6-A8JE-01,TCGA-Z6-A9VB-01,TCGA-Z6-AAPN-01
CSF1R,2.7227,0.2998,2.6693,2.828,2.8158,1.1184,-0.4521,2.8361,4.1302,3.7017,4.1612,3.2267,1.5612,2.4831,3.1377,1.3623,1.9712,2.8034,2.8799,2.6161,3.4752,2.0076,0.1257,3.002,2.043,4.5286,0.3573,4.2495,-0.0877,4.9218,2.1345,0.9716,3.2359,2.1213,1.8323,3.002,1.2636,1.5165,3.1393,1.6045,1.8484,1.5806,2.5163,3.9719,4.3111,3.8085,2.081,1.4065,1.4547,3.8818,0.7233,0.5859,2.4306,0.5955,2.667,3.4804,3.2389,3.2511,3.4661,3.5212,3.2587,1.9302,1.4174,2.2931,4.3399,0.9343,3.5982,2.9319,4.182,3.3364,2.3394,4.943,2.6693,0.7999,2.6348,2.1702,0.679,1.683,4.506,2.3898,4.404,0.0014,2.4985,2.5731,2.6208,1.9188,1.9264,3.4984,2.8994,3.4034,0.6145,1.0711,2.0604,2.3732,3.2127,2.6208,3.8561,1.6327,3.3478,1.9377,2.2753,2.8381,2.4252,3.4894,1.0503,2.5731,-0.9686,2.6556,1.934,2.0844,1.2875,2.1147,1.6327,2.5683
CSF2,-2.6349,-0.1665,-2.7274,-4.035,-0.394,0.058,0.3346,0.688,0.5955,-4.035,-0.9971,-1.2481,-5.0116,1.5563,-1.3548,3.1844,-3.0469,-5.5735,1.4228,-4.6082,3.9137,-2.9324,-3.458,-2.3147,1.4335,1.2934,-3.3076,-4.035,-2.114,3.5645,0.7407,-9.9658,-0.9406,-0.4719,-1.1811,1.8643,-1.6394,-1.5951,-1.5522,-0.5973,-2.1779,2.4035,-1.7322,1.692,0.5069,0.3685,-0.2845,-3.458,0.4552,0.5859,-0.2671,-2.6349,-2.1779,-4.035,-4.6082,2.0638,-2.3884,-9.9658,0.1124,-3.6259,-4.2934,-1.3921,-2.0529,-2.3147,-4.035,-0.8599,-1.1488,1.7995,-3.1714,0.6699,-2.4659,0.24,0.8883,-5.0116,2.609,2.0912,0.3346,-3.0469,0.3573,-4.6082,1.6512,-2.8262,0.6239,-4.6082,-2.3884,1.9859,-2.1779,-1.5105,-1.4305,-3.0469,-2.5479,0.605,1.196,-1.5522,-1.5105,-1.9379,0.1257,-2.9324,0.4967,1.196,0.058,-2.4659,0.03,1.46,-2.1779,1.0642,-0.7588,-0.7346,-3.816,-0.5543,4.4855,-2.2447,-5.5735,-1.7322
CSF2RA,-3.09585,-4.53485,-4.1347,-4.17355,-4.3944,-5.2495,-5.3383,-4.468249999999999,-3.26105,-3.8305,-3.7949,-3.914,-4.2851,-4.4237,-4.3849,-4.11275,-4.63445,-4.2503,-4.51575,-4.3944,-3.575,-4.5008,-5.26005,-4.74485,-4.73455,-4.1712,-5.18945,-3.4043,-3.646,-3.1489,-3.88195,-4.8508,-4.38805,-4.4171,-3.7349,-3.8788,-5.04225,-4.86905,-5.08255,-5.00415,-4.3159,-3.6415,-4.43375,-3.74005,-3.06135,-3.87725,-3.81175,-4.61685,-4.6389,-5.32655,-4.975,-5.134,-4.33915,-3.41,-4.88775,-3.9407,-4.14365,-3.6449,-3.4157,-3.97555,-3.5843,-5.4532,-4.8752,-4.32745,-3.58535,-4.975,-3.94755,-4.34215,-3.2564,-4.2582,-4.3102,-2.9602,-4.5008,-4.8099,-4.36015,-4.68995,-4.61685,-4.86905,-3.86335,-5.01915,-3.7061,-5.3383,-4.31305,-4.27965,-4.79865,-5.29255,-5.21885,-4.04875,-3.9827,-3.98995,-5.0116,-4.51575,-4.25555,-4.15045,-3.914,-4.6804,-4.195,-4.5747,-4.67095,-3.73875,-3.91235,-3.914,-4.71935,-3.99915,-4.468249999999999,-3.91565,-5.67895,-4.9334,-3.11995,-4.6525,-4.5466,-4.52335,-4.79865,-4.183
CSF2RB,0.346,1.5115,2.1213,1.9302,2.296,-0.3383,-0.7108,0.3796,3.4648,1.0363,2.0604,2.0844,-1.1811,0.3796,0.9935,0.1124,3.2466,1.9073,0.7916,0.2762,1.4228,-0.7588,-0.3201,0.517,0.1124,1.3735,0.8647,2.3479,-1.3548,3.695,0.6239,0.03,0.2881,0.6699,1.7617,2.7422,0.6608,-0.5756,1.0915,1.1447,0.6332,2.0673,1.4065,2.1411,2.0183,2.3953,1.4228,0.6145,-0.6416,-0.5973,0.2762,0.3573,0.2277,-0.4719,0.6239,2.3981,1.2696,1.9749,3.3336,2.4063,1.8119,2.4934,0.7407,2.1638,1.2756,-0.4921,1.766,1.8282,2.3898,1.0983,1.2085,3.1426,1.2576,0.0014,0.434,0.2881,1.334,-0.2671,1.9859,-0.4719,2.4198,-0.6643,0.9191,0.1903,-0.6643,-0.1828,0.8164,-0.1504,0.9038,0.9038,-0.2328,-1.3183,-0.1187,0.2642,2.7357,0.2642,1.5998,1.7446,1.0222,2.3843,0.9419,1.1184,-0.1665,1.3791,0.5955,0.8164,-1.5522,0.0854,1.9859,1.5115,1.9377,2.2113,1.4174,0.099
CSF3,-0.8339,1.5661,-1.1172,-2.7274,2.2842,4.5868,-0.3383,-1.3921,1.196,-9.9658,-0.5125,1.3283,-2.9324,1.0983,2.2051,-4.035,-1.3183,1.5415,2.9262,0.058,1.5998,-0.1993,-1.3921,1.7141,4.1359,-5.0116,1.6558,0.099,1.8957,8.202,2.0076,-1.685,-1.2481,-1.1811,1.7702,2.9224,0.8568,-3.0469,-0.9971,-1.3183,-1.685,5.3889,0.4447,5.5002,1.0915,-0.9406,0.0014,0.2277,6.4355,2.8055,-3.1714,0.5859,-1.9942,-2.1779,-2.1779,5.9908,1.5612,1.6875,0.8805,2.1476,-1.0262,-0.4521,-0.1031,3.0287,-3.0469,-1.1488,2.2206,-1.1811,-1.7809,1.0642,0.4657,3.421,3.551,0.9038,-0.2328,1.7141,6.6656,-5.0116,1.3679,-1.0862,-3.816,-2.6349,0.0854,1.1447,-6.5064,4.1482,-2.2447,-3.0469,0.3907,-4.6082,1.1316,-0.4131,4.7544,4.4549,4.208,-4.6082,-1.9379,0.8961,3.1507,1.8524,2.4597,-1.3183,-0.1187,1.8201,-0.0877,1.5514,2.1702,-0.394,1.2516,3.4224,2.6138,-2.6349,1.5216,3.3506
CSF3R,1.3109,1.2516,1.334,1.5064,2.1702,-0.5543,-2.2447,0.2881,2.1734,1.5465,2.3135,1.2455,1.1117,0.6699,1.0983,-0.3383,0.6608,0.6239,1.2147,0.7999,0.7748,0.3231,0.9642,0.6332,-0.3383,2.727,-0.3201,3.4622,-0.1993,4.6118,0.8805,-1.2481,0.6145,2.0004,1.1382,2.2206,0.1388,0.4865,0.099,2.296,0.8488,1.9931,0.5568,3.5486,2.4144,3.1987,2.3222,0.6239,1.6045,1.0222,1.2085,1.3051,-0.0277,-0.6416,-0.6416,3.5073,1.6558,2.9966,2.694,2.59,1.4652,-1.0559,1.7702,1.0573,3.9599,-0.7834,1.7786,0.3231,3.1112,0.7999,0.2642,2.6325,1.0642,0.3231,0.2762,0.2998,2.828,-1.0262,1.4011,0.517,0.8961,-1.4699,1.642,0.3115,0.0014,-0.9971,-1.4699,0.2277,1.2394,1.4174,-0.6193,-0.3566,2.3048,1.5563,0.8164,0.4125,0.9419,1.4547,-0.013,2.0707,3.4817,2.0844,-0.2671,0.8408,0.537,1.8996,-1.1811,-0.1665,0.8647,-0.1031,0.058,1.4441,-0.1031,0.7407
CSH1,-9.9658,-9.9658,-9.9658,-4.035,-4.6082,-9.9658,-1.2481,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,6.7565,-9.9658,-9.9658,-3.816,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-4.6082,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-3.3076,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658
CSH2,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-5.0116,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-3.3076,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,4.3744,-4.6082,-5.5735,-6.5064,-9.9658,-9.9658,-1.2481,-9.9658,-9.9658,-3.458,-9.9658,-3.3076,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-1.9379,-9.9658,-4.6082,-9.9658,-6.5064,-5.5735,-6.5064,-9.9658,-3.458,-4.035,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.3884,-5.5735,-9.9658,-6.5064,-5.0116,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-5.5735,-5.5735
CSN2,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-5.0116,-6.5064,-5.0116,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-5.5735,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-1.5522,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-1.3548,-9.9658,-9.9658,-9.9658,-3.816,-4.035,-9.9658,-9.9658,-2.2447,-6.5064,-9.9658
CSNK1A1,6.5506,6.005,6.3325,5.2404,5.7162,5.7334,5.9293,6.8855,6.7411,5.9064,5.8433,6.6782,5.0122,6.6304,6.7622,7.2668,6.4678,6.8504,6.6632,5.9565,6.6874,7.137,5.4453,5.7541,7.0703,5.8632,6.9247,5.7211,7.8197,5.6969,7.2064,5.921,6.5967,6.8874,6.0363,6.3176,5.7887,6.115,5.5027,5.9241,5.686,5.605,5.8674,6.4471,6.0486,6.3432,5.9047,6.1827,7.409,5.9589,5.9362,6.3533,6.885,6.2961,6.6575,6.3107,6.6565,6.0392,5.9848,5.8812,6.8685,6.9069,5.8372,6.3542,6.2149,6.9737,6.599,7.437,7.0803,6.3009,6.9499,6.9742,6.9326,6.2521,6.3147,6.7933,7.2495,7.0942,6.5083,7.1072,7.3115,6.5392,6.8049,6.7811,7.6434,7.1751,6.3899,7.0725,6.035,5.802,6.4521,5.6882,5.9729,6.4441,6.8674,6.4416,6.5057,5.7869,7.2692,6.908,5.7576,5.8074,6.3837,5.2788,6.8044,5.3481,4.916,6.6047,5.3067,6.6813,6.8366,5.9062,6.2574,6.1799
CSNK1A1L,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-5.5735,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-5.5735,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-6.5064,-6.5064,-5.5735,-9.9658
CSNK1D,6.4217,6.0014,5.9052,6.0295,5.5429,6.2983,5.784,5.5482,5.8515,5.8258,5.4944,5.3288,5.8645,5.7608,6.4138,6.0611,5.7055,5.4155,5.7827,5.8588,5.218,5.7858,6.1926,5.9002,6.0826,5.6247,5.5759,6.8047,5.6191,5.88,6.5193,6.4803,6.2806,6.1635,6.4509,5.6739,6.0983,6.8907,5.3252,6.0135,6.4147,6.8909,6.0568,6.5342,6.614,5.7342,6.0741,6.1299,6.2789,6.1561,5.7277,6.474,5.9612,6.3894,5.6097,6.0126,5.7724,6.6956,6.404,6.4449,5.6739,5.7173,6.1803,5.7415,5.6462,5.5005,5.656,5.7488,5.855,5.4973,5.3674,5.6637,5.7439,4.8851,5.6186,5.5744,5.8035,5.4175,5.5094,5.2865,5.7955,5.757,5.5967,5.8743,4.9127,5.6448,5.3194,5.5895,5.4296,5.3292,6.0363,5.3449,6.2863,6.1669,6.0497,5.732,6.3841,5.8736,5.0113,5.4539,6.1285,6.1928,5.3913,5.5922,6.0191,6.3714,5.5008,6.3992,5.3488,5.745,5.7501,6.3886,5.8753,6.0911
CSNK1E,6.3376,5.5062,5.66,6.0061,5.8475,6.4298,6.3071,6.8594,6.1281,5.0497,5.6868,5.5317,5.2858,5.703,6.076,5.7895,5.3968,4.9496,6.1447,5.9244,6.7193,6.2787,4.6849,6.1498,6.6029,6.4017,6.1148,5.8299,6.6727,5.9305,6.6934,4.8748,6.2361,5.8092,5.7445,5.9324,6.1629,5.7586,5.8775,5.0896,6.9414,5.8805,6.0323,5.9996,5.2961,5.4019,5.7602,6.0514,7.3627,6.8703,5.1514,5.0099,6.0137,5.131,5.6396,5.6747,5.95,6.3351,6.3719,5.8495,5.6361,5.9442,5.3751,5.9227,5.9807,5.9955,5.9421,5.5675,5.8332,5.9807,5.4826,5.3352,5.6165,6.4599,6.0747,6.2149,5.8339,5.5583,5.8968,5.673,6.2481,5.6896,6.734,5.5805,5.7645,5.8179,6.0592,6.4925,6.154,5.2304,6.1871,6.1896,6.3192,6.2529,5.4809,6.0182,6.0237,5.4754,6.5923,6.2363,5.5693,5.7586,5.7046,6.4712,6.8791,5.1538,5.6511,7.1908,6.251,5.4446,6.0824,5.7107,5.8871,6.556
CSNK1G1,2.3479,1.334,1.9377,1.5806,1.7316,2.6579,1.9264,1.6604,2.5137,2.4198,1.6604,1.7489,0.6425,3.0199,3.1637,1.2576,2.59,2.3451,2.4623,1.5216,1.9452,2.8661,1.7617,2.5112,2.7205,1.6695,1.8282,2.2482,2.2872,1.7229,2.4571,3.3773,2.4144,2.6325,2.5972,1.7617,1.8957,2.3592,2.4171,2.1606,1.9149,1.9564,3.0428,2.3704,2.2753,1.7744,2.3077,2.59,2.5731,1.6466,1.8404,1.7489,1.3791,2.4805,2.2175,2.4831,2.1957,2.3564,1.7828,1.9601,2.8158,2.9013,2.8219,2.3871,2.727,2.3788,2.7826,3.2929,2.826,2.4332,2.3193,2.128,3.1212,1.9452,1.9895,2.9525,2.6325,2.5585,1.9034,3.3492,2.1957,3.0961,2.5238,1.9712,2.3788,2.8641,2.9507,3.1572,1.8036,1.5661,2.5338,1.9111,1.0711,2.2872,1.1577,2.4252,2.5437,2.8117,3.4129,2.1013,1.2455,1.0503,2.9802,1.9188,3.3379,2.5876,1.4808,2.2931,0.6969,1.4441,2.2693,1.4174,2.3564,1.3397
CSNK1G2,5.1123,4.565,4.7022,5.0072,5.2567,6.1075,5.7079,4.9746,5.4138,4.4257,5.1169,4.8022,4.1409,5.0696,5.3586,3.9992,4.9796,4.7269,5.6165,5.3122,4.7934,5.3089,4.3227,5.582,5.4585,5.1132,4.7746,4.7159,5.3274,5.4562,6.0732,5.0998,5.153,5.1144,5.2754,5.4864,5.5488,5.741,5.2068,4.6271,5.0308,4.3213,5.218,4.6617,4.6594,5.2597,5.2921,5.1152,4.8192,5.0126,4.7608,5.0099,5.0934,4.837,4.2189,4.717,4.9631,4.6006,5.0807,4.6742,4.504,5.131,5.07,5.6494,5.1285,4.9937,5.1433,5.3155,5.2514,4.8028,4.9251,4.8365,5.5961,5.496,5.3723,5.7184,5.6059,5.3692,5.306,5.2983,5.0268,4.9341,4.8987,3.9232,3.9709,5.9711,5.7217,5.2698,5.6023,5.0798,5.5668,5.4135,4.7804,4.8729,4.445,5.6259,5.3016,5.0841,5.1285,4.7458,5.0072,4.9251,5.2661,5.9894,5.3982,5.4637,4.735,5.3399,4.861,5.0644,5.8048,4.7421,5.437,4.6764
CSNK1G3,3.5237,2.791,3.38,2.6161,3.0876,3.4075,3.1393,2.7636,3.7017,2.1606,3.0585,3.4971,2.3816,3.2973,3.7593,2.7657,3.741,3.6018,2.824,2.9875,2.1345,3.3206,3.7116,3.2049,4.2212,2.4306,2.4412,3.6195,3.287,3.0927,3.5161,4.5832,3.6382,3.7688,3.7678,3.3717,3.5839,3.5287,3.2343,3.8501,2.3816,3.325,3.4556,3.0199,3.8798,3.245,3.136,3.4251,3.3869,2.7847,2.5731,3.97,3.245,3.2988,3.2002,3.4371,2.3536,3.4224,3.1327,3.0602,3.5584,4.026,4.245,2.9618,3.3675,2.3788,2.9469,3.9938,3.3047,2.9857,3.3407,3.4304,3.8198,3.3521,3.4635,3.2826,3.927,3.2617,3.1162,3.793,2.8916,2.561,2.8916,3.5299,2.7972,4.3695,3.4075,3.345,2.3677,2.7615,3.1749,1.884,2.2051,3.9938,3.1162,3.1195,3.1179,3.0585,3.3633,3.3421,3.8521,2.5511,2.7117,3.7971,3.5212,2.5948,2.9469,4.4641,2.3843,3.0217,3.8581,3.1507,2.4649,2.5263
CSNK2A1,6.1492,4.6416,5.935,5.1635,5.2533,6.2495,5.9167,5.4976,5.2373,5.3498,4.9031,5.2747,4.8515,5.9338,6.2149,5.1351,5.847,5.3954,4.9598,5.3013,5.5946,5.5711,6.3347,5.8035,5.1989,5.2828,5.0086,5.8141,5.3534,4.656,5.8076,5.5233,5.4858,5.4771,5.3954,6.55,6.2994,5.3147,5.6818,5.8465,6.404,5.9926,5.5886,5.8382,5.98,5.0773,5.5355,5.4611,5.6634,5.7887,5.5528,5.3824,5.2358,5.3349,5.2593,4.8445,4.6439,5.7931,5.1102,5.0798,5.314,5.4631,5.752,5.3537,6.5354,4.1867,5.3569,4.7804,5.5031,5.1152,5.8987,5.0683,6.2841,4.2196,5.0264,5.4266,6.4058,5.2338,5.5626,5.9498,4.435,5.5814,5.085,5.0833,5.9248,6.1369,4.9723,5.7211,4.2343,5.5482,6.2073,4.9691,5.3858,6.1094,4.6606,6.5505,5.3796,6.0438,5.706,5.0709,5.3716,4.8997,4.7517,6.0199,5.3266,6.1989,5.4803,5.9282,4.8465,5.3169,5.4509,5.7043,6.142,5.769
CSNK2A2,5.0273,4.3751,4.3979,4.1119,4.8167,5.1764,4.3855,5.1744,4.711,4.4556,4.7688,4.7719,3.8935,5.1843,5.1768,5.248,5.0536,4.5988,4.7431,5.1339,4.018,4.735,4.5982,4.9331,4.9691,5.7126,4.97,4.843,3.245,4.1261,4.957,4.597,6.1119,4.3896,5.1326,5.7407,5.48,4.8724,3.9337,4.9631,4.5398,4.6821,4.6224,4.1891,4.5167,4.6899,4.8017,5.1918,4.943,4.0909,3.7486,4.5928,5.5176,4.7725,4.6479,4.7329,4.9486,4.8714,5.0436,4.4823,4.4706,4.4887,4.2111,5.1314,4.8837,5.1631,5.0299,5.0532,4.7209,4.5565,4.5142,4.8778,5.3165,4.4529,4.6341,6.1711,5.582,5.2634,5.1851,5.5904,4.9454,4.506,4.5778,4.9819,5.7978,5.5835,5.3597,5.2502,5.2161,5.4138,5.5611,4.7377,4.951,5.4996,4.4344,5.4722,5.3452,4.7934,5.31,4.511,4.6195,3.838,5.0794,5.3796,4.9084,4.2624,4.6944,5.4357,4.3527,5.8256,5.4446,4.89,4.6177,4.562
CSNK2A3,0.7832,-0.394,0.8082,-0.1345,-0.4921,0.24,0.9642,0.3907,0.4865,-0.4921,-0.5756,-0.1828,-2.9324,0.5271,0.5763,-1.1488,0.547,-0.1345,-1.1811,-0.6643,0.9862,0.688,0.6425,-0.1828,0.1124,0.1903,-0.4521,0.9268,0.03,-1.0262,1.1117,0.3907,0.5666,-0.5332,-0.1504,0.7579,0.537,0.5568,-0.4131,1.0779,0.2642,0.4125,-0.1828,0.6517,0.4865,-1.7809,0.1124,-0.3752,0.5069,0.4967,0.0158,0.346,0.5666,0.2762,0.6969,-0.5543,0.0718,0.8408,0.4657,0.5955,-0.1665,0.3907,-0.1993,-0.0877,0.4233,-1.4305,-0.1345,-0.0425,0.2762,-0.2159,0.9789,-0.5756,0.7999,-2.9324,-0.8339,0.1124,1.2394,-0.6643,0.3796,1.4962,-0.8339,-0.2159,0.2154,0.0158,0.3685,0.7493,-0.013,0.5666,-0.5756,-0.2845,0.9789,-1.5951,-0.0877,0.9419,0.1903,2.3048,0.5568,0.8883,0.605,-0.3383,0.4552,-0.8339,-0.7834,1.0079,0.0854,0.5859,0.688,1.0007,-0.8863,0.4016,-0.3752,0.434,1.0079,-0.7346
CSNK2B,7.699,7.6503,7.2112,7.2689,7.7365,7.0261,7.2374,7.4621,6.9179,6.6844,7.2737,7.0617,8.2365,6.496,7.713,7.9856,6.8963,6.7985,8.0936,8.4883,7.8897,7.9124,8.5664,7.0907,7.8481,8.0454,7.5377,6.9568,7.3188,6.9849,6.533,6.7772,6.2897,7.0719,7.2373,6.5784,7.2744,7.2987,7.1233,7.2418,6.2112,8.4552,6.5901,8.2935,6.907,7.1774,7.3579,7.1939,7.5891,8.4471,8.201,7.236,7.5835,7.4245,6.9506,7.2678,8.0152,6.7432,7.0832,7.6502,6.7485,6.8054,8.6552,6.9547,7.715,7.4278,5.9667,6.4522,7.6202,7.4097,7.2278,6.9059,7.3728,7.9821,7.2502,6.1934,7.4992,6.6023,6.5823,7.0965,6.981,7.1424,7.3471,7.5485,6.916,6.8372,7.6064,7.4167,7.9119,7.6916,7.1489,7.0894,8.2958,7.4454,6.2812,6.9884,7.4318,6.1498,6.8818,7.2761,8.0115,7.5137,6.8248,7.9776,7.2871,8.1161,7.223,7.2827,7.032,7.505,7.5369,7.4799,6.4488,7.8265
