gene_name,TCGA-BL-A13I-01,TCGA-BL-A13J-01,TCGA-BL-A3JM-01,TCGA-BT-A0S7-01,TCGA-BT-A0YX-01,TCGA-BT-A20J-01,TCGA-BT-A20N-01,TCGA-BT-A20O-01,TCGA-BT-A20P-01,TCGA-BT-A20Q-01,TCGA-BT-A20R-01,TCGA-BT-A20T-01,TCGA-BT-A20U-01,TCGA-BT-A20W-01,TCGA-BT-A2LB-01,TCGA-BT-A2LD-01,TCGA-BT-A3PH-01,TCGA-BT-A3PJ-01,TCGA-BT-A3PK-01,TCGA-BT-A42C-01,TCGA-C4-A0F0-01,TCGA-C4-A0F1-01,TCGA-C4-A0F6-01,TCGA-C4-A0F7-01,TCGA-CF-A1HR-01,TCGA-CF-A1HS-01,TCGA-CF-A27C-01,TCGA-CF-A3MF-01,TCGA-CF-A3MG-01,TCGA-CF-A3MH-01,TCGA-CF-A3MI-01,TCGA-CU-A0YN-01,TCGA-CU-A3KJ-01,TCGA-CU-A3QU-01,TCGA-CU-A3YL-01,TCGA-DK-A1A3-01,TCGA-DK-A1A5-01,TCGA-DK-A1AA-01,TCGA-DK-A1AB-01,TCGA-DK-A1AC-01,TCGA-DK-A1AD-01,TCGA-DK-A1AE-01,TCGA-DK-A1AF-01,TCGA-DK-A1AG-01,TCGA-DK-A2HX-01,TCGA-DK-A2I1-01,TCGA-DK-A2I2-01,TCGA-DK-A2I4-01,TCGA-DK-A3IK-01,TCGA-DK-A3IL-01,TCGA-DK-A3IM-01,TCGA-DK-A3IN-01,TCGA-DK-A3IT-01,TCGA-DK-A3IU-01,TCGA-DK-A3IV-01,TCGA-DK-A3WW-01,TCGA-DK-A3WX-01,TCGA-DK-A3WY-01,TCGA-DK-A3X1-01,TCGA-DK-A3X2-01,TCGA-E5-A2PC-01,TCGA-E7-A3X6-01,TCGA-E7-A3Y1-01,TCGA-FD-A3B3-01,TCGA-FD-A3B5-01,TCGA-FD-A3B6-01,TCGA-FD-A3B7-01,TCGA-FD-A3B8-01,TCGA-FD-A3N5-01,TCGA-FD-A3NA-01,TCGA-FD-A3SJ-01,TCGA-FD-A3SL-01,TCGA-FD-A3SM-01,TCGA-FD-A3SN-01,TCGA-FD-A3SO-01,TCGA-FD-A3SP-01,TCGA-FD-A3SQ-01,TCGA-FD-A3SR-01,TCGA-FD-A3SS-01,TCGA-FJ-A3Z7-01,TCGA-FJ-A3ZE-01,TCGA-FJ-A3ZF-01,TCGA-G2-A2EC-01,TCGA-G2-A2EF-01,TCGA-G2-A2EJ-01,TCGA-G2-A2EK-01,TCGA-G2-A2EO-01,TCGA-G2-A2ES-01,TCGA-G2-A3IB-01,TCGA-G2-A3IE-01,TCGA-G2-A3VY-01,TCGA-GC-A3BM-01,TCGA-GC-A3I6-01,TCGA-GC-A3WC-01,TCGA-GC-A3YS-01,TCGA-GD-A2C5-01,TCGA-GD-A3OP-01,TCGA-GD-A3OQ-01,TCGA-GD-A3OS-01,TCGA-GU-A42R-01,TCGA-GV-A3JV-01,TCGA-GV-A3JW-01,TCGA-GV-A3JZ-01,TCGA-GV-A3QF-01,TCGA-GV-A3QG-01,TCGA-GV-A3QH-01,TCGA-GV-A3QI-01,TCGA-GV-A3QK-01,TCGA-GV-A40E-01,TCGA-GV-A40G-01,TCGA-H4-A2HO-01,TCGA-H4-A2HQ-01,TCGA-HQ-A2OE-01,TCGA-K4-A3WS-01,TCGA-K4-A3WU-01,TCGA-K4-A3WV-01
FBP2,-9.9658,-2.33883958584,-4.6082,-5.0116,-4.6082,-1.4699,-5.5735,-3.458,-1.7322,-4.6082,-3.6259,-9.9658,-3.6259,-2.4659,-4.035,-2.8262,-9.9658,-9.9658,-6.5064,3.6324,-9.9658,-5.5735,-9.9658,-9.9658,-0.0877,-2.1779,-3.816,-5.0116,-2.1779,0.8726,-9.9658,-9.9658,-5.5735,0.7321,-3.1714,-4.6082,-9.9658,-6.5064,-5.5735,-2.3147,-0.8084,-5.5735,-9.9658,-5.0116,-9.9658,-3.3076,-5.5735,-4.2934,-2.6349,-2.2447,-9.9658,-1.4305,-5.5735,-4.035,-1.8314,-5.5735,-5.0116,1.9188,-3.816,-4.2934,-6.5064,-9.9658,-5.0116,-6.5064,-4.2934,-5.0116,-6.5064,-5.0116,-5.5735,-6.5064,-3.458,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-0.7108,-2.2447,-3.3076,-2.8262,-4.6082,-2.114,-4.6082,-3.6259,-9.9658,-3.1714,-5.5735,-6.5064,-4.6082,-9.9658,-1.7809,-4.2934,-2.7274,-9.9658,-3.816,-3.1714,-3.6259,-6.5064,-3.458,-2.3147,-2.0529,-2.3147,-3.816,5.2877,-5.5735,-2.9324,-0.3201,-5.5735,-1.9379,-2.1779,-4.035,-1.6394,-2.9324,-3.816,-9.9658,-5.5735
FBXO25,2.44740960727,2.96614128982,4.3513,2.5511,3.4894,3.5621,4.5559,3.1924,3.7345,2.9432,3.4713,3.1129,2.9581,2.4985,3.1145,2.8974,3.9318,2.8034,2.4279,3.9589,2.3451,3.4251,3.6359,3.652,3.5899,2.5536,3.3435,1.3679,3.8431,3.3278,2.3564,2.5972,3.4504,2.7249,2.7993,3.3492,2.5658,3.4277,3.1844,3.0481,1.7828,2.982,3.0145,3.417,3.0619,3.0825,3.3393,2.5804,2.5413,2.9109,3.1112,3.9929,2.8034,2.6441,2.8321,2.874,2.9052,3.38,2.2237,3.0961,3.0199,2.5585,3.4102,2.1476,1.8801,1.1706,2.1213,2.9281,-0.6873,3.7226,2.6738,3.2811,2.8301,4.5958,3.2826,2.5487,3.2587,2.9205,3.7356,3.154,2.3193,2.0604,3.6555,0.8647,3.4451,2.2237,3.5994,2.9875,2.9948,3.6861,3.1939,3.1717,3.5199,3.1556,3.0927,2.036,3.4197,2.609,3.5098,3.7432,4.2833,4.4364,2.9857,2.6918,2.8877,2.1213,4.3827,2.59,2.8301,2.5388,3.1637,2.3394,3.3061,2.5536,2.9356,1.1184
FBXO32,4.74937147715,5.43711058388,2.561,1.8762,4.936,4.429,3.2602,5.9702,3.3492,6.6097,5.0273,4.0549,3.7226,3.4424,4.7856,3.453,3.9856,7.3289,3.4791,3.4843,3.9384,4.251,2.2051,2.8137,3.4907,5.3961,2.3048,1.2756,4.3484,3.4804,1.4335,4.1269,3.9308,4.1153,3.0074,3.4075,4.6124,2.0147,5.4283,4.4277,5.2499,3.3577,4.4996,3.4156,5.6631,4.6832,6.2963,5.24,4.6422,4.4771,4.6877,4.3249,5.6798,5.7032,4.588,3.4398,2.1862,4.4277,3.3003,3.7367,3.7421,3.4048,2.2482,5.6665,3.4556,3.3421,6.7428,5.5708,4.3986,2.578,5.2604,6.07,4.3889,4.7198,3.5249,6.0605,5.7369,6.1451,3.4451,2.3732,2.2113,1.8918,3.208,5.7616,4.4868,3.6983,5.8354,4.6206,5.4522,4.7903,4.6702,2.2206,4.4156,4.8445,5.5865,3.7094,3.8095,4.3484,5.2161,3.3364,4.4283,3.7313,4.0357,4.1078,5.3038,4.6938,3.2885,1.9377,3.7773,3.6725,3.0585,3.7453,3.9041,5.957,4.7442,4.2995
FBXW11,4.20118616872,4.28744592872,3.7582,3.3731,3.8105,3.0498,3.2915,3.6497,3.6172,3.6393,3.3134,3.162,3.7825,3.4088,3.345,2.5948,3.5009,2.7227,3.9892,3.3105,3.0498,3.1393,2.7117,3.4661,3.0876,3.5547,3.4237,2.05,3.1212,2.1444,2.183,3.9901,4.0824,3.2944,3.5035,3.1245,3.5161,2.7951,3.695,3.4778,2.609,3.5473,3.728,3.5839,3.8064,2.496,3.2282,3.345,2.6984,2.694,3.8085,3.0323,3.2065,2.8462,3.9137,3.1685,2.7993,3.4237,1.6964,4.0627,3.2096,2.9281,2.5876,3.027,3.3633,3.2466,3.0568,3.6509,2.8858,3.1011,3.3321,2.9544,2.5731,2.8137,3.6428,3.5523,3.3773,3.5224,2.2482,2.7679,2.8622,2.7073,2.7868,2.9205,3.7389,3.4569,2.7868,3.6497,2.4883,2.2175,3.2602,3.7667,4.0331,3.2885,3.3076,2.6984,3.7291,3.3842,3.5875,3.833,3.3731,2.4831,2.9262,2.3926,2.9224,3.2251,3.9654,3.3506,3.0944,2.8897,2.8422,3.1781,3.1572,3.3307,3.5633,3.1145
FCER1A,-1.09642900036,-1.37957688776,-1.3921,0.9343,-1.685,-1.3921,-3.458,-0.9686,-2.0529,0.0014,-0.0725,1.0503,0.099,0.7058,-0.4521,-4.035,-4.2934,-5.0116,-0.7108,-0.1665,-0.6643,-0.7834,-1.2142,-0.1828,1.0573,3.1278,-1.6394,-1.4305,-2.0529,-0.8339,-0.1031,2.4144,-0.8599,-3.3076,-1.2481,-1.3548,0.3115,1.3901,1.1512,-1.685,-0.013,0.4967,0.6332,-2.7274,0.4967,0.3685,5.7312,-3.458,-0.7108,-1.8314,-0.4719,-1.685,0.4761,-0.6416,-0.1031,-5.5735,-0.5973,-0.1665,-4.6082,-9.9658,-0.6416,-0.1828,0.8805,-0.5543,-3.3076,-3.816,-0.5973,0.8647,-0.3752,-1.0862,0.1776,0.099,-1.4699,-1.5522,-1.3548,2.3451,1.6327,0.1519,-5.0116,-5.0116,-5.5735,-3.458,1.3109,-4.6082,-9.9658,0.5069,-5.5735,-3.6259,-2.5479,-0.8339,-2.8262,-1.1172,-2.4659,0.9268,-0.0725,0.517,2.7051,-0.3201,-3.1714,-1.9942,-0.5756,-2.2447,-2.4659,-3.3076,0.5271,-9.9658,-1.1811,0.9038,-0.8084,-4.2934,1.4174,-4.6082,0.2154,-0.1993,2.0673,-5.5735
FCER1G,7.79824593746,3.6335948135,5.2242,3.6994,5.6896,6.7155,3.6703,8.8663,3.492,5.8761,6.1494,5.5877,5.4266,4.6171,5.7032,4.4156,3.3206,6.4163,5.7589,2.609,5.1339,4.6404,4.466,4.0392,3.8033,5.5475,0.8246,1.884,0.4016,2.6138,3.4251,5.6784,4.6747,3.136,3.8105,5.9381,5.5379,3.8105,6.1033,6.4754,4.2862,4.1111,6.504,3.9421,5.5847,6.5303,7.0045,8.4632,3.7773,2.6114,3.309,6.7895,5.2972,7.9208,4.9964,7.0936,6.323,6.6082,4.4047,3.6737,4.7033,5.8568,2.727,6.8559,4.2751,7.6594,7.4309,7.8516,4.6554,6.0354,5.2384,6.286,4.8095,5.7225,6.634,7.4524,5.671,5.7682,3.9956,4.0144,1.4652,1.6466,4.4582,7.1003,5.0453,3.0358,7.1827,6.0255,3.928,3.3379,1.6327,3.8769,5.8125,6.6066,6.7961,4.6012,5.1206,3.6417,5.4588,2.6464,5.4483,1.7954,5.4806,2.7572,7.2976,2.0004,2.0742,4.3999,5.588,2.9507,4.0331,4.1812,3.4237,6.3698,5.3481,2.9375
FCGR2B,4.45663970973,2.8435377804,-0.3566,4.4719,1.674,2.7572,0.688,3.755,-1.3548,2.7227,3.2236,0.9642,1.7185,1.1641,3.3966,1.2333,1.2934,1.1316,2.2391,-0.2671,2.8799,0.9115,2.036,-0.1993,1.4859,2.9562,-0.9686,-0.8084,0.7916,0.0158,-0.1993,2.2268,2.0638,-0.7108,0.4657,2.3704,1.5064,0.9862,3.421,1.7575,1.1706,-1.4699,4.1804,-0.6873,2.7314,3.5535,4.1563,4.3951,0.346,-0.1993,-0.4921,3.5694,2.8199,3.906,2.1798,3.2632,2.0183,4.4919,-0.1504,-0.6416,-0.5756,1.4174,-0.8084,4.3002,1.0007,3.2781,4.0251,4.5826,1.196,1.5415,2.3164,2.1988,2.1247,3.1162,3.0428,5.3452,2.6138,3.5559,-0.7834,-1.5522,0.7664,-1.9942,1.1706,2.9747,0.0718,0.8726,2.9281,2.0218,-0.1031,0.1776,1.2636,0.1648,1.2992,2.5112,2.9243,1.8242,2.0569,1.3623,2.9581,-1.0862,1.0642,2.791,2.4544,1.9931,4.2847,-0.7834,2.2872,1.7403,1.7786,-2.1779,0.3573,-0.0277,0.9493,2.3251,6.4976,0.3115
FFAR2,0.503507629786,-2.38835065127,-3.1714,-2.8262,-0.3022,-2.5479,-4.2934,-2.114,-1.5951,-5.0116,-0.9406,-4.2934,-1.9942,-2.1779,-1.5105,-1.0862,-0.6416,-1.6394,1.3454,-3.6259,-0.2159,-0.6193,-3.0469,-2.4659,-2.3884,0.3907,-5.0116,-0.2498,-9.9658,-4.035,-2.3147,0.3685,-2.9324,2.6738,-3.6259,-5.0116,-9.9658,-4.035,-0.1665,1.7053,-3.0469,-5.0116,1.5709,-1.2828,-2.5479,-3.6259,3.1556,-1.9379,-3.6259,-2.2447,-0.4719,-1.0262,-4.6082,-2.0529,-1.3921,2.8462,3.928,-3.0469,-5.5735,-2.5479,-9.9658,-1.4699,-5.5735,1.8484,0.9568,1.1897,-0.0877,1.6281,1.7575,-0.5332,-0.9406,-1.2828,-9.9658,-0.6416,-2.6349,-0.5756,-3.3076,-3.816,-1.2481,2.8819,-1.1172,-1.0559,-3.6259,0.6332,3.3993,-1.1488,-2.9324,2.0465,0.1648,-1.5951,-4.035,-2.8262,-1.1488,-2.5479,0.7321,2.9637,0.2277,-2.6349,-2.5479,-2.3147,-2.3147,-1.685,-1.1811,-1.1172,-1.2828,0.434,0.3115,-1.8314,0.1257,0.6332,-2.0529,-4.2934,-0.2498,-0.9686,0.0014,-3.816
FGF1,-1.58062744863,-0.978052379225,-0.8084,-1.4305,-2.4659,-0.4719,-1.1172,-0.4719,-1.685,-0.2671,1.0573,-1.3921,0.4865,-0.2328,-0.9406,-0.2159,-2.1779,-1.3183,0.2762,-2.2447,0.0854,-0.5756,-2.114,-1.3548,-2.3147,-1.8314,-2.6349,-2.7274,-3.6259,-2.4659,-2.4659,-0.394,-3.816,-4.035,-0.8599,-1.5522,1.0363,-2.6349,0.8647,-2.4659,-2.2447,-2.0529,-0.9686,-2.5479,0.7493,0.434,0.0718,0.4657,-0.8339,-1.1172,0.8726,1.3051,0.605,-0.5973,-1.3183,-2.5479,-0.6873,-1.685,-1.5951,-3.816,-5.0116,-1.0862,-2.4659,-0.013,-1.4699,-1.4305,1.8363,0.4552,-1.685,-0.9686,-1.7322,1.3454,1.0433,-0.4719,-0.5543,2.0979,0.434,0.4447,-1.6394,-2.3147,-3.816,-2.4659,-0.9971,0.0718,-1.4305,-1.7809,-1.5105,-0.2159,-0.4131,-5.5735,-2.4659,-2.1779,-0.2845,-0.6193,1.9527,-0.5125,-2.3147,1.949,-0.4521,-2.6349,-0.7834,-1.9379,-0.8339,-3.0469,0.688,-6.5064,-4.035,-1.1172,-1.5522,-0.5756,-0.7346,-1.7809,-4.2934,0.9493,0.4125,-1.0559
FGF10,-9.9658,0.0346956611518,-3.3076,-1.9379,-6.5064,-4.035,-4.2934,-3.3076,-5.0116,-2.7274,-0.4131,-4.2934,-1.9379,-2.0529,-2.8262,-4.035,-9.9658,-9.9658,-3.0469,-5.0116,-6.5064,-4.2934,-3.458,-0.8339,-3.458,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-4.6082,-5.0116,-1.2142,-2.6349,-6.5064,-1.1172,-6.5064,-2.4659,-5.5735,2.0912,-5.5735,-0.5332,-2.5479,-9.9658,-1.685,-3.0469,-1.1811,-6.5064,-5.0116,-0.9971,-0.7346,-4.2934,-9.9658,-6.5064,-1.0862,-4.6082,-6.5064,-9.9658,-9.9658,-6.5064,-2.1779,-9.9658,-9.9658,-1.685,0.9935,-5.0116,-9.9658,-0.5125,0.1388,-1.6394,-3.6259,-4.6082,-1.7809,-1.1811,-0.5973,-3.816,-6.5064,-9.9658,-6.5064,-2.5479,-6.5064,-9.9658,-1.3548,-4.035,-4.2934,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-1.7809,-5.0116,-1.685,-1.685,-4.6082,-5.0116,-9.9658,-2.3884,-6.5064,-2.3884,-9.9658,-1.6394,-6.5064,-3.0469,-2.9324,-9.9658,-5.5735,-4.2934,-6.5064,-4.6082,-0.1031,0.517,-3.458
FGF16,-9.9658,-5.82281147965,-5.0116,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-0.9406,-9.9658,-4.6082,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.7322,-9.9658,-2.6349,-9.9658,-5.5735,-6.5064,-5.5735,-9.9658,-0.8084,-9.9658,-9.9658,-3.6259,-4.6082,-9.9658,-9.9658,-5.5735,-4.2934,-5.0116,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-6.5064,-6.5064,-5.0116,-6.5064,-9.9658,-9.9658,-6.5064,-2.6349,-1.4699,-9.9658,-9.9658,-1.1172,-5.0116,-0.9686,-4.035,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-6.5064,-9.9658
FGF17,-4.86428706947,-4.39088551297,-0.2328,-9.9658,-9.9658,-4.2934,-9.9658,-5.0116,-4.6082,-5.0116,-4.2934,-6.5064,-5.0116,-2.2447,-5.5735,-9.9658,-2.114,-9.9658,-6.5064,-3.816,-9.9658,-6.5064,-5.5735,-9.9658,-2.7274,-4.035,-9.9658,-3.3076,-9.9658,-6.5064,-6.5064,-5.5735,-5.5735,-6.5064,-3.0469,-9.9658,-4.035,-6.5064,-6.5064,-5.0116,-9.9658,-6.5064,-5.5735,-9.9658,-4.2934,-5.5735,-9.9658,-6.5064,-3.3076,-3.0469,-5.5735,-6.5064,-2.9324,-9.9658,-3.0469,-5.5735,-6.5064,-3.6259,-4.2934,-4.035,-6.5064,-9.9658,-3.6259,-4.6082,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-4.2934,-9.9658,-9.9658,-6.5064,-3.0469,-3.458,-4.2934,-5.5735,-0.3752,-1.5951,-3.1714,-6.5064,-3.6259,-9.9658,-5.5735,-6.5064,-5.5735,-4.6082,-6.5064,-4.2934,-3.0469,-1.9942,-3.816,-5.0116,-3.6259,-1.685,-6.5064,-0.5332,-4.035,-1.2142,-4.6082,-3.1714,-9.9658,-4.6082,-3.0469,-2.6349,-4.035,-5.0116,-3.458,-3.816,-4.035,-3.6259,-5.0116,-2.4659,-0.6873
FGF18,-3.12868641471,-3.08723734724,1.5216,-3.3076,-3.816,-3.0469,-4.035,-1.9942,-1.685,-2.4659,0.688,-1.8314,-0.9686,-1.0559,-2.0529,0.2154,-4.6082,-6.5064,-3.3076,-1.9379,-4.6082,-4.2934,-1.5522,-2.0529,-2.8262,-1.5105,-3.6259,-2.5479,-4.6082,-5.5735,-2.114,-3.816,-5.0116,-4.2934,0.2029,-2.3884,-3.3076,-2.9324,-0.8863,-3.0469,-2.9324,-5.0116,-2.7274,-3.0469,-0.4521,-1.5522,-4.6082,-1.5105,-1.0559,-1.8836,-5.0116,-4.6082,-2.6349,-1.1172,-2.6349,-4.6082,-4.2934,-0.4521,-2.6349,-3.1714,-6.5064,-2.6349,-0.9686,-2.0529,-6.5064,-3.1714,-1.685,-1.5951,-5.5735,-3.3076,-1.8836,0.2154,-1.3548,-5.0116,-5.5735,-2.8262,-0.4921,-1.3548,-0.6643,-1.2142,-1.0862,-2.1779,-4.035,-4.035,-5.0116,-1.3921,-2.3147,-6.5064,-5.5735,-4.6082,-2.4659,-3.816,-4.6082,-1.4305,-3.1714,-0.8084,-2.3884,-9.9658,2.1247,-1.3921,-2.2447,-4.6082,-2.6349,-5.5735,-3.0469,-2.3884,-3.3076,-3.816,-3.6259,-0.7588,-3.6259,-2.9324,-3.458,-0.6643,-0.3022,-2.3147
FGF19,-9.9658,-5.36089034413,8.1348,-1.2142,-3.816,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,0.9862,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-3.816,-9.9658,-3.0469,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.9686,-2.3147,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-1.9942,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-4.6082,-4.2934,-9.9658,-5.0116,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-0.4719,-2.4659,-9.9658,-6.5064,-4.6082,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-1.2142,-5.5735,-9.9658,-9.9658,0.7058,-9.9658,-9.9658,-6.5064,-3.1714,-9.9658,1.2992,-6.5064,-9.9658,-0.9971,0.7493,-6.5064,-9.9658,2.0912
FGF2,2.79516260493,-0.0375545933885,-1.685,-0.6643,-1.7322,-0.8863,-2.4659,3.2557,-2.1779,-0.7834,0.1124,-1.2142,-0.1993,-0.9686,-1.0559,-1.8836,-2.7274,-5.0116,-0.5543,-1.7322,-0.6873,-3.3076,-2.3884,0.8726,-1.9942,-4.2934,-3.0469,-3.458,-5.0116,-4.2934,-3.1714,-1.0262,-3.0469,-4.035,-1.2142,-0.9406,-1.9379,-1.9942,-0.6416,-0.7346,-1.2142,0.4233,2.3788,-2.0529,0.5955,-1.3548,-1.4305,1.3901,-1.2481,-0.8339,-6.5064,-1.7809,-0.4521,0.0014,-2.2447,-2.6349,-1.3548,0.1124,-3.6259,-2.8262,-4.2934,-3.458,-1.4699,0.0718,-4.2934,-3.6259,1.7995,1.9749,-2.7274,-0.3022,0.03,0.7493,-1.6394,-2.3884,-2.3884,0.4552,0.058,-0.5543,-2.5479,0.2762,-4.2934,-4.035,-0.0725,2.5683,0.1124,-1.2142,-2.2447,-0.4921,-3.3076,-3.458,-4.035,-2.6349,-0.8084,-0.5543,-2.114,-1.2481,-0.8599,-3.6259,0.9789,-1.9379,-1.0862,-2.3884,-1.5522,-4.035,0.6608,-2.9324,1.2147,-1.685,0.8805,-2.114,-1.1488,-3.3076,-0.9971,0.7058,1.6234,-0.1993
FGF20,-7.02721645241,-7.02721645241,4.9741,-9.9658,-9.9658,-0.0574,-9.9658,-5.5735,-3.458,-9.9658,-4.035,-1.9942,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-9.9658,-3.816,-9.9658,-4.035,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-1.8836,-2.4659,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-5.0116,-9.9658,-9.9658,-3.816,-9.9658,-3.816,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.035,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-3.816,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-3.1714,-3.1714,-6.5064,-2.7274,-9.9658,-4.035,-3.458,-9.9658,-5.0116,-9.9658,-3.816,-9.9658,-5.5735,-5.5735,-9.9658,-3.458,1.412,-9.9658,-2.3147,-5.0116
FGF21,-9.9658,-9.9658,-2.1779,-9.9658,-9.9658,-0.8863,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-1.4305,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,1.1184,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-1.7322,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-1.9942,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116
FGF22,-5.82284679141,-1.06594094653,-1.4305,-5.5735,-4.6082,-5.5735,-4.6082,-3.0469,-4.035,-3.6259,-3.0469,-1.6394,-3.816,-1.8314,-3.816,-1.3548,-0.9971,-6.5064,-9.9658,-2.2447,-9.9658,-4.035,-9.9658,-2.7274,-0.6643,-2.9324,-3.816,-2.1779,-2.3147,-4.2934,-4.035,-3.6259,-2.5479,-2.3884,0.7146,0.679,-1.9942,-3.6259,-6.5064,-3.458,-6.5064,-4.2934,-2.9324,-3.6259,-2.3884,0.1124,-9.9658,-3.3076,-2.3884,-1.4305,-4.2934,-4.035,-2.6349,-0.4521,-0.9132,-3.458,-4.2934,-4.035,-2.114,-3.6259,-9.9658,-3.1714,-2.114,-5.0116,-2.7274,-5.5735,-4.2934,-5.0116,-1.8314,-0.7108,-3.1714,2.5658,-1.8836,-3.0469,-4.6082,-4.035,-1.5951,1.5216,-1.3183,-3.6259,-4.035,-1.685,-4.2934,-9.9658,-2.4659,-3.1714,-9.9658,-4.035,-2.0529,-2.3884,-3.6259,-5.0116,-4.035,-1.9942,-4.2934,-0.3201,-2.7274,-4.035,-2.1779,-1.5105,-2.3884,-2.6349,-1.1172,-9.9658,-4.035,-1.3921,0.5271,-5.0116,-2.4659,-0.8599,-4.6082,-3.816,-2.7274,-3.0469,-0.4131,-2.114
